campaign	source_path	source_sha256	ownership_unit	source_role	port_disposition	target_path	mapping_status	translation_status
webgl2	renderer/include/rive/renderer/gl/render_context_gl_impl.hpp	0463fb7021de6a5cc50a3798138a8494ebbef731535dddfb02a88a375f116414	webgl2:renderer:render_context_gl_impl	declaration	translate	crates/nuxie-renderer/src/mechanical_port/webgl2/renderer_include_rive_renderer_gl_render_context_gl_impl_hpp__decl.rs	exclusive	pending
webgl2	renderer/include/rive/renderer/gl/render_target_gl.hpp	b4fb2dc670ba5889393b5f5eb1d60960edd30c7461f04a49564ea17b05544887	webgl2:renderer:render_target	declaration	translate	crates/nuxie-renderer/src/mechanical_port/webgl2/renderer_include_rive_renderer_gl_render_target_gl_hpp__decl.rs	exclusive	pending
webgl2	renderer/include/rive/renderer/ore/ore_context_gl.hpp	850801f25d00820f126752dc557ed3a8cce9cbd94e6c1e7384bbf5a82938193b	webgl2:ore:context	declaration	translate	crates/nuxie-renderer/src/mechanical_port/webgl2/renderer_include_rive_renderer_ore_ore_context_gl_hpp__decl.rs	exclusive	pending
webgl2	renderer/src/gl/gl_state.cpp	c359a715949c276cce9dcd406919c308a9d743ce5c10631a0bf33834f2e47cec	webgl2:renderer:gl_state	implementation	translate	crates/nuxie-renderer/src/mechanical_port/webgl2/renderer_src_gl_gl_state_cpp__impl.rs	exclusive	pending
webgl2	renderer/src/gl/gl_utils.cpp	fda44d5806ccf3d56a6d616a14233095dc595c8f41e2baf52441074e78479203	webgl2:renderer:gl_utils	implementation	translate	crates/nuxie-renderer/src/mechanical_port/webgl2/renderer_src_gl_gl_utils_cpp__impl.rs	exclusive	pending
webgl2	renderer/src/gl/load_gles_extensions.cpp	3f5e89610af7119bc329a837a137ad961452d194e5962243418443d6795265f6	webgl2:renderer:load_gles_extensions	implementation	source-exclusion-non-webgl2-build	crates/nuxie-renderer/src/mechanical_port/webgl2/renderer_src_gl_load_gles_extensions_cpp__impl.rs	exclusive	excluded-by-pinned-build
webgl2	renderer/src/gl/load_store_actions_ext.cpp	3cce30a21bc26edea4832d6de9177bfb86ea0140a8aa1f318ab33cb914e9266a	webgl2:renderer:load_store_actions_ext	implementation	translate	crates/nuxie-renderer/src/mechanical_port/webgl2/renderer_src_gl_load_store_actions_ext_cpp__impl.rs	exclusive	pending
webgl2	renderer/src/gl/pls_impl_ext_native.cpp	094050088e088a9993502e06cc20f72909fdcf3b488baa46e32f2a8544ee804a	webgl2:renderer:pls_impl_ext_native	implementation	source-exclusion-non-webgl2-build	crates/nuxie-renderer/src/mechanical_port/webgl2/renderer_src_gl_pls_impl_ext_native_cpp__impl.rs	exclusive	excluded-by-pinned-build
webgl2	renderer/src/gl/pls_impl_rw_texture.cpp	3b897f8a1aca7b7433575df913272a0b8e54c62f502ac3b4899a6c2fde138cfb	webgl2:renderer:pls_impl_rw_texture	implementation	source-exclusion-non-webgl2-build	crates/nuxie-renderer/src/mechanical_port/webgl2/renderer_src_gl_pls_impl_rw_texture_cpp__impl.rs	exclusive	excluded-by-pinned-build
webgl2	renderer/src/gl/pls_impl_webgl.cpp	72332a776d363a5bc81360a3a152f525dd74b7f0456903c69522884a6f268bb7	webgl2:renderer:pls_impl_webgl	implementation	translate	crates/nuxie-renderer/src/mechanical_port/webgl2/renderer_src_gl_pls_impl_webgl_cpp__impl.rs	exclusive	pending
webgl2	renderer/src/gl/render_buffer_gl_impl.cpp	f867e3eb85413d4326cda24d1a73c49b9957b26ca2abe6b696c6c2cb96b6439c	webgl2:renderer:render_buffer_gl_impl	implementation	translate	crates/nuxie-renderer/src/mechanical_port/webgl2/renderer_src_gl_render_buffer_gl_impl_cpp__impl.rs	exclusive	pending
webgl2	renderer/src/gl/render_context_gl_impl.cpp	a41d565bb96d0f4308e16f239bc9538be1049947332bfc4273e3fbc2bbcc10c1	webgl2:renderer:render_context_gl_impl	implementation	translate	crates/nuxie-renderer/src/mechanical_port/webgl2/renderer_src_gl_render_context_gl_impl_cpp__impl.rs	exclusive	pending
webgl2	renderer/src/gl/render_target_gl.cpp	5bc3b3868eddb24dd62d628319963e7ecb3e8789da7c4423bba7b21ce9f5456b	webgl2:renderer:render_target	implementation	translate	crates/nuxie-renderer/src/mechanical_port/webgl2/renderer_src_gl_render_target_gl_cpp__impl.rs	exclusive	pending
webgl2	renderer/src/ore/gl/ore_bind_group_gl.cpp	a220e811477b8ba146e1c9b876dec1f031f08fc9258e7e9ff75c798a137c63a4	webgl2:ore:bind_group	implementation	translate	crates/nuxie-renderer/src/mechanical_port/webgl2/renderer_src_ore_gl_ore_bind_group_gl_cpp__impl.rs	exclusive	pending
webgl2	renderer/src/ore/gl/ore_bind_group_gl.hpp	e8da200cf341a35d855e9a71a55f3b957f92566ea4ae73ae44cbbaddb2f28034	webgl2:ore:bind_group	declaration	translate	crates/nuxie-renderer/src/mechanical_port/webgl2/renderer_src_ore_gl_ore_bind_group_gl_hpp__decl.rs	exclusive	pending
webgl2	renderer/src/ore/gl/ore_buffer_gl.cpp	4e4f4e90e10956c44ee1695b31ff519ef94faba5fc8327b2fee4e902daad54a1	webgl2:ore:buffer	implementation	translate	crates/nuxie-renderer/src/mechanical_port/webgl2/renderer_src_ore_gl_ore_buffer_gl_cpp__impl.rs	exclusive	pending
webgl2	renderer/src/ore/gl/ore_buffer_gl.hpp	383a37adea0387cee1446e634785329e5446406b37b22f8dc2ce8da9595ab0aa	webgl2:ore:buffer	declaration	translate	crates/nuxie-renderer/src/mechanical_port/webgl2/renderer_src_ore_gl_ore_buffer_gl_hpp__decl.rs	exclusive	pending
webgl2	renderer/src/ore/gl/ore_buffer_gl.mm	3a6a064a2602d059472f1d452a681cd7d149c1f1dcb1637c26f119f486692f04	webgl2:ore:buffer	platform-implementation	source-exclusion-non-webgl2-build	crates/nuxie-renderer/src/mechanical_port/webgl2/renderer_src_ore_gl_ore_buffer_gl_mm__platform_impl.rs	exclusive	excluded-by-pinned-build
webgl2	renderer/src/ore/gl/ore_context_gl.cpp	3cd5d53b34f159dc6fa5cd54d630c07485e8fa56fda58c001b99e3c0fed0d33d	webgl2:ore:context	implementation	translate	crates/nuxie-renderer/src/mechanical_port/webgl2/renderer_src_ore_gl_ore_context_gl_cpp__impl.rs	exclusive	pending
webgl2	renderer/src/ore/gl/ore_context_gl.mm	47f05e2e92adc3d7c9f283800734dfcaba76206dcb2c563f4f162df697930a34	webgl2:ore:context	platform-implementation	source-exclusion-non-webgl2-build	crates/nuxie-renderer/src/mechanical_port/webgl2/renderer_src_ore_gl_ore_context_gl_mm__platform_impl.rs	exclusive	excluded-by-pinned-build
webgl2	renderer/src/ore/gl/ore_pipeline_gl.cpp	33521d2c899fa8f9d3a26b34f2cf39b77380d71496d10cb7790fbf36bc9c3d3c	webgl2:ore:pipeline	implementation	translate	crates/nuxie-renderer/src/mechanical_port/webgl2/renderer_src_ore_gl_ore_pipeline_gl_cpp__impl.rs	exclusive	pending
webgl2	renderer/src/ore/gl/ore_pipeline_gl.hpp	42361bb21ea71a936975b69cabecc4f6a7fcef0f8d1418df7c0b7e891e0abc54	webgl2:ore:pipeline	declaration	translate	crates/nuxie-renderer/src/mechanical_port/webgl2/renderer_src_ore_gl_ore_pipeline_gl_hpp__decl.rs	exclusive	pending
webgl2	renderer/src/ore/gl/ore_pipeline_gl.mm	14dc4a761b1f1588c20beb6d93a7072243fcfea0e72bcf55b324b31d423350f5	webgl2:ore:pipeline	platform-implementation	source-exclusion-non-webgl2-build	crates/nuxie-renderer/src/mechanical_port/webgl2/renderer_src_ore_gl_ore_pipeline_gl_mm__platform_impl.rs	exclusive	excluded-by-pinned-build
webgl2	renderer/src/ore/gl/ore_render_pass_gl.cpp	1c0f9d62dfd86b713967a02f3a5d389632db5e410e8c318c6bb139d37933d8b6	webgl2:ore:render_pass	implementation	translate	crates/nuxie-renderer/src/mechanical_port/webgl2/renderer_src_ore_gl_ore_render_pass_gl_cpp__impl.rs	exclusive	pending
webgl2	renderer/src/ore/gl/ore_render_pass_gl.hpp	130be44d0403b69e73d0f979c2b30614a3b86fb5974961d4c5ec851ed0cb6587	webgl2:ore:render_pass	declaration	translate	crates/nuxie-renderer/src/mechanical_port/webgl2/renderer_src_ore_gl_ore_render_pass_gl_hpp__decl.rs	exclusive	pending
webgl2	renderer/src/ore/gl/ore_render_pass_gl.mm	973cd79234b06bebb397b28357ab042ca52f3a27dac5f5e4009290c03032cd7d	webgl2:ore:render_pass	platform-implementation	source-exclusion-non-webgl2-build	crates/nuxie-renderer/src/mechanical_port/webgl2/renderer_src_ore_gl_ore_render_pass_gl_mm__platform_impl.rs	exclusive	excluded-by-pinned-build
webgl2	renderer/src/ore/gl/ore_sampler_gl.cpp	c6582fcb7d5a73ce79eb12851db9adf83e5b98d11dd934eac3e0f5e3fd3a25d5	webgl2:ore:sampler	implementation	translate	crates/nuxie-renderer/src/mechanical_port/webgl2/renderer_src_ore_gl_ore_sampler_gl_cpp__impl.rs	exclusive	pending
webgl2	renderer/src/ore/gl/ore_sampler_gl.hpp	38a3f85f36ba884c495893df6b60b4a9c6e1b745723e70d8d2b9503735f10274	webgl2:ore:sampler	declaration	translate	crates/nuxie-renderer/src/mechanical_port/webgl2/renderer_src_ore_gl_ore_sampler_gl_hpp__decl.rs	exclusive	pending
webgl2	renderer/src/ore/gl/ore_sampler_gl.mm	8f235053ddaccde3261a85861e94c7e2bab7ba82a0c4fe8fdb9914c92c9e3a67	webgl2:ore:sampler	platform-implementation	source-exclusion-non-webgl2-build	crates/nuxie-renderer/src/mechanical_port/webgl2/renderer_src_ore_gl_ore_sampler_gl_mm__platform_impl.rs	exclusive	excluded-by-pinned-build
webgl2	renderer/src/ore/gl/ore_shader_module_gl.cpp	4d2ad73340a497876d53afeb8a942c61f19c5899376670598b120a19e20749f9	webgl2:ore:shader_module	implementation	translate	crates/nuxie-renderer/src/mechanical_port/webgl2/renderer_src_ore_gl_ore_shader_module_gl_cpp__impl.rs	exclusive	pending
webgl2	renderer/src/ore/gl/ore_shader_module_gl.hpp	dbf7df7229881737857831f349eadc1be49c1277c36bccb994611b2a7f9b3953	webgl2:ore:shader_module	declaration	translate	crates/nuxie-renderer/src/mechanical_port/webgl2/renderer_src_ore_gl_ore_shader_module_gl_hpp__decl.rs	exclusive	pending
webgl2	renderer/src/ore/gl/ore_shader_module_gl.mm	1612b74089d148b62a68aa1c08f30d4bf33cd5b563a30ea05293e9e828b475b0	webgl2:ore:shader_module	platform-implementation	source-exclusion-non-webgl2-build	crates/nuxie-renderer/src/mechanical_port/webgl2/renderer_src_ore_gl_ore_shader_module_gl_mm__platform_impl.rs	exclusive	excluded-by-pinned-build
webgl2	renderer/src/ore/gl/ore_texture_gl.cpp	c8b2025d1fce801cbd75f7e8be406135f2d74b64d323cb3d74f20765e028bac3	webgl2:ore:texture	implementation	translate	crates/nuxie-renderer/src/mechanical_port/webgl2/renderer_src_ore_gl_ore_texture_gl_cpp__impl.rs	exclusive	pending
webgl2	renderer/src/ore/gl/ore_texture_gl.hpp	2c8a624832db465cde7ddedebc5cf4f518fc18a6369908662801532673f41bc5	webgl2:ore:texture	declaration	translate	crates/nuxie-renderer/src/mechanical_port/webgl2/renderer_src_ore_gl_ore_texture_gl_hpp__decl.rs	exclusive	pending
webgl2	renderer/src/ore/gl/ore_texture_gl.mm	a6f198d2840ea065288718431caf921081599b92ce6bd5d9b53e273c32418c37	webgl2:ore:texture	platform-implementation	source-exclusion-non-webgl2-build	crates/nuxie-renderer/src/mechanical_port/webgl2/renderer_src_ore_gl_ore_texture_gl_mm__platform_impl.rs	exclusive	excluded-by-pinned-build
webgpu	renderer/include/rive/renderer/ore/ore_context_wgpu.hpp	905e38d3e78df123c33810bb69539e1d0f39edbc173ecd72618b0d8097dc6e1d	webgpu:ore:context	declaration	translate	crates/nuxie-renderer/src/mechanical_port/webgpu/renderer_include_rive_renderer_ore_ore_context_wgpu_hpp__decl.rs	exclusive	pending
webgpu	renderer/include/rive/renderer/webgpu/render_context_webgpu_impl.hpp	7dbd287cf90ecb984ae96a6cc9006ca578b72ddbe825cd1861efc679e17b7d3a	webgpu:renderer:render_context_webgpu_impl	declaration	translate	crates/nuxie-renderer/src/mechanical_port/webgpu/renderer_include_rive_renderer_webgpu_render_context_webgpu_impl_hpp__decl.rs	exclusive	pending
webgpu	renderer/src/ore/wgpu/ore_bind_group_layout_wgpu.hpp	8dd38691042c22fc7da7db5ddc37c39681a56dbf60fc82c05ea8be76c6d6be9a	webgpu:ore:bind_group_layout	declaration	translate	crates/nuxie-renderer/src/mechanical_port/webgpu/renderer_src_ore_wgpu_ore_bind_group_layout_wgpu_hpp__decl.rs	exclusive	pending
webgpu	renderer/src/ore/wgpu/ore_bind_group_wgpu.cpp	9fd6ad5ff61abbb26bedd3c980ac0adaa81fcdc61b523b4bbe14d0583885ec76	webgpu:ore:bind_group	implementation	translate	crates/nuxie-renderer/src/mechanical_port/webgpu/renderer_src_ore_wgpu_ore_bind_group_wgpu_cpp__impl.rs	exclusive	pending
webgpu	renderer/src/ore/wgpu/ore_bind_group_wgpu.hpp	1ef4fbf6cd94f64b0d0b1109f15a18092d93e63c37a7bfbf42bb787a0fa94772	webgpu:ore:bind_group	declaration	translate	crates/nuxie-renderer/src/mechanical_port/webgpu/renderer_src_ore_wgpu_ore_bind_group_wgpu_hpp__decl.rs	exclusive	pending
webgpu	renderer/src/ore/wgpu/ore_buffer_wgpu.cpp	bcfb293d34346dde8a908952a647353cdd9543e9786bda8c442204f03fb5d2c1	webgpu:ore:buffer	implementation	translate	crates/nuxie-renderer/src/mechanical_port/webgpu/renderer_src_ore_wgpu_ore_buffer_wgpu_cpp__impl.rs	exclusive	pending
webgpu	renderer/src/ore/wgpu/ore_buffer_wgpu.hpp	0d7e8a7e0f752a98877f3efc5d6d0f6c060a2bbbf0d70800099351ddbe29bf74	webgpu:ore:buffer	declaration	translate	crates/nuxie-renderer/src/mechanical_port/webgpu/renderer_src_ore_wgpu_ore_buffer_wgpu_hpp__decl.rs	exclusive	pending
webgpu	renderer/src/ore/wgpu/ore_context_wgpu.cpp	8c9e010b8c5e1037e3a38387f696e65fa9b68103d2af1071f7ec50bab84c84a9	webgpu:ore:context	implementation	translate	crates/nuxie-renderer/src/mechanical_port/webgpu/renderer_src_ore_wgpu_ore_context_wgpu_cpp__impl.rs	exclusive	pending
webgpu	renderer/src/ore/wgpu/ore_pipeline_wgpu.cpp	61012b812bff65f5e852ea8fd4c1c4ed7cd3aa4e4f841f6ea234de9539708757	webgpu:ore:pipeline	implementation	translate	crates/nuxie-renderer/src/mechanical_port/webgpu/renderer_src_ore_wgpu_ore_pipeline_wgpu_cpp__impl.rs	exclusive	pending
webgpu	renderer/src/ore/wgpu/ore_pipeline_wgpu.hpp	df2f453288fd0e51ea867f7ea7f0c56389daf43185436b2b45f2e972b94c3e39	webgpu:ore:pipeline	declaration	translate	crates/nuxie-renderer/src/mechanical_port/webgpu/renderer_src_ore_wgpu_ore_pipeline_wgpu_hpp__decl.rs	exclusive	pending
webgpu	renderer/src/ore/wgpu/ore_render_pass_wgpu.cpp	5ae0cecc7d292a5efa7f422c699f940b99f5ab0534096cd147c3946add749844	webgpu:ore:render_pass	implementation	translate	crates/nuxie-renderer/src/mechanical_port/webgpu/renderer_src_ore_wgpu_ore_render_pass_wgpu_cpp__impl.rs	exclusive	pending
webgpu	renderer/src/ore/wgpu/ore_render_pass_wgpu.hpp	0bee65c2a1c29c0723979541b1bc674ea4c48760e9a56d273eb36632eecce975	webgpu:ore:render_pass	declaration	translate	crates/nuxie-renderer/src/mechanical_port/webgpu/renderer_src_ore_wgpu_ore_render_pass_wgpu_hpp__decl.rs	exclusive	pending
webgpu	renderer/src/ore/wgpu/ore_sampler_wgpu.cpp	8cc83496c99cbc7af33242775267969f8684b1db5ff606b506fd21cd3dc0008a	webgpu:ore:sampler	implementation	translate	crates/nuxie-renderer/src/mechanical_port/webgpu/renderer_src_ore_wgpu_ore_sampler_wgpu_cpp__impl.rs	exclusive	pending
webgpu	renderer/src/ore/wgpu/ore_sampler_wgpu.hpp	b5e6eca633ed6dfb7893761d7a6d398ea495fec2b4f30bdaf9278047308e91bd	webgpu:ore:sampler	declaration	translate	crates/nuxie-renderer/src/mechanical_port/webgpu/renderer_src_ore_wgpu_ore_sampler_wgpu_hpp__decl.rs	exclusive	pending
webgpu	renderer/src/ore/wgpu/ore_shader_module_wgpu.cpp	aef1ea905817c98dc82cafa4bb0cf1f74cf66407c229bf30241dfafa7171949f	webgpu:ore:shader_module	implementation	translate	crates/nuxie-renderer/src/mechanical_port/webgpu/renderer_src_ore_wgpu_ore_shader_module_wgpu_cpp__impl.rs	exclusive	pending
webgpu	renderer/src/ore/wgpu/ore_shader_module_wgpu.hpp	00920df29c3426c1eb9796196b942b228c75879c65f1687c04ab3dbe6e4be4a6	webgpu:ore:shader_module	declaration	translate	crates/nuxie-renderer/src/mechanical_port/webgpu/renderer_src_ore_wgpu_ore_shader_module_wgpu_hpp__decl.rs	exclusive	pending
webgpu	renderer/src/ore/wgpu/ore_texture_wgpu.cpp	82ff1b598e914350e7d3791bff0a8dd7c9d0c6ddaee2a08a360835530d475cb2	webgpu:ore:texture	implementation	translate	crates/nuxie-renderer/src/mechanical_port/webgpu/renderer_src_ore_wgpu_ore_texture_wgpu_cpp__impl.rs	exclusive	pending
webgpu	renderer/src/ore/wgpu/ore_texture_wgpu.hpp	79b2a93e29d3a8f1fcaa4a625274e1ae383eb7011d5adb0e99507b87871127f1	webgpu:ore:texture	declaration	translate	crates/nuxie-renderer/src/mechanical_port/webgpu/renderer_src_ore_wgpu_ore_texture_wgpu_hpp__decl.rs	exclusive	pending
webgpu	renderer/src/ore/wgpu/ore_wgpu_layout.hpp	56de4177e8cf574ed40ff297f2c29de6c3ed5ff0daafaa3f33053bf242bba680	webgpu:ore:wgpu_layout	declaration	translate	crates/nuxie-renderer/src/mechanical_port/webgpu/renderer_src_ore_wgpu_ore_wgpu_layout_hpp__decl.rs	exclusive	pending
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	55985534a5af096756ac23a8ba0c9e2f87c1ace07cf11c906b6b5b9c47aed740	webgpu:renderer:render_context_webgpu_impl	implementation	translate	crates/nuxie-renderer/src/mechanical_port/webgpu/renderer_src_webgpu_render_context_webgpu_impl_cpp__impl.rs	exclusive	pending
webgpu	renderer/src/webgpu/wagyu-port/.clang-format	f8405bf75d1ab2ed2e69b525a538b409b801812a7c71225da7bb46434f7dcc18	webgpu:wagyu:.clang_format	nonsemantic-evidence	evidence-only	crates/nuxie-renderer/src/mechanical_port/webgpu/renderer_src_webgpu_wagyu_port_clang_format__evidence.rs	exclusive	pending
webgpu	renderer/src/webgpu/wagyu-port/README.md	65c7925afd081d69af89b48948a7a6de74d6b90a79da22d5be0bfedbca15f6a0	webgpu:wagyu:README	nonsemantic-evidence	evidence-only	crates/nuxie-renderer/src/mechanical_port/webgpu/renderer_src_webgpu_wagyu_port_readme_md__evidence.rs	exclusive	pending
webgpu	renderer/src/webgpu/wagyu-port/include/webgpu/webgpu.h	026f05a7fc6db460d3fe048c07067b1596c53527c31334ec5386353520b9044b	webgpu:wagyu:webgpu	declaration	dependency-authority	crates/nuxie-renderer/src/mechanical_port/webgpu/renderer_src_webgpu_wagyu_port_include_webgpu_webgpu_h__decl.rs	exclusive	pending
webgpu	renderer/src/webgpu/wagyu-port/include/webgpu/webgpu_cpp.h	d58a0553dd853995594f2ccac691c7e02228263582ce5202f0fd931d48fc5f13	webgpu:wagyu:webgpu_cpp	declaration	dependency-authority	crates/nuxie-renderer/src/mechanical_port/webgpu/renderer_src_webgpu_wagyu_port_include_webgpu_webgpu_cpp_h__decl.rs	exclusive	pending
webgpu	renderer/src/webgpu/wagyu-port/include/webgpu/webgpu_cpp_chained_struct.h	582e62d371f29391d78a7356c634c6b76e1d58b6257a6f5be51701d15797fce1	webgpu:wagyu:webgpu_cpp_chained_struct	declaration	dependency-authority	crates/nuxie-renderer/src/mechanical_port/webgpu/renderer_src_webgpu_wagyu_port_include_webgpu_webgpu_cpp_chained_struct_h__decl.rs	exclusive	pending
webgpu	renderer/src/webgpu/wagyu-port/include/webgpu/webgpu_enum_class_bitmasks.h	cae961820e1d3b4dde5b2b4938d549f587bd0e513857bb018850036b646fe821	webgpu:wagyu:webgpu_enum_class_bitmasks	declaration	dependency-authority	crates/nuxie-renderer/src/mechanical_port/webgpu/renderer_src_webgpu_wagyu_port_include_webgpu_webgpu_enum_class_bitmasks_h__decl.rs	exclusive	pending
webgpu	renderer/src/webgpu/wagyu-port/include/webgpu/webgpu_wagyu.h	8828c4bc56f7b616e6ffb2ca8517cf67db203e3eb4e5802b3853e90e8b9faf5c	webgpu:wagyu:webgpu_wagyu	declaration	dependency-authority	crates/nuxie-renderer/src/mechanical_port/webgpu/renderer_src_webgpu_wagyu_port_include_webgpu_webgpu_wagyu_h__decl.rs	exclusive	pending
webgpu	renderer/src/webgpu/wagyu-port/src/library_webgpu_stubs.js	152ce80cf64768e624bb79172469166a6f41dc982f556ac9ef7cadb519755d74	webgpu:wagyu:library_webgpu_stubs	compatibility-build-input	dependency-authority	crates/nuxie-renderer/src/mechanical_port/webgpu/renderer_src_webgpu_wagyu_port_src_library_webgpu_stubs_js__compat_build_input.rs	exclusive	pending
webgpu	renderer/src/webgpu/wagyu-port/src/library_webgpu_wagyu_stubs.js	a04bea9294c796afaae2c874433ddd68a2fe105aedbbacc8d8926cc558896413	webgpu:wagyu:library_webgpu_wagyu_stubs	compatibility-build-input	dependency-authority	crates/nuxie-renderer/src/mechanical_port/webgpu/renderer_src_webgpu_wagyu_port_src_library_webgpu_wagyu_stubs_js__compat_build_input.rs	exclusive	pending
webgpu	renderer/src/webgpu/wagyu-port/src/webgpu.c	f5a1cef8e2e7661d23e9ba6144426eb0bbbd6c2422ffd3dfce969aa878131937	webgpu:wagyu:webgpu	implementation	dependency-authority	crates/nuxie-renderer/src/mechanical_port/webgpu/renderer_src_webgpu_wagyu_port_src_webgpu_c__impl.rs	exclusive	pending
webgpu	renderer/src/webgpu/wagyu-port/webgpu-port.py	5640d11cc4cc069695247c928a7f354dee38328553c2ed56afaeb52bc92f5590	webgpu:wagyu:webgpu_port	generator	dependency-authority	crates/nuxie-renderer/src/mechanical_port/webgpu/renderer_src_webgpu_wagyu_port_webgpu_port_py__generator.rs	exclusive	pending
webgpu	renderer/src/webgpu/webgpu_compat.h	c5ef834542179044710337aae028b35e393b36d5337504843cf3bd8adf75fbbe	webgpu:renderer:webgpu_compat	declaration	translate	crates/nuxie-renderer/src/mechanical_port/webgpu/renderer_src_webgpu_webgpu_compat_h__decl.rs	exclusive	pending
