campaign	configuration	source_path	qualified_type	field_order	field_name	declared_type	declaration_line	ownership_unit	ownership_review
webgl2	webgl2-emscripten	renderer/include/rive/renderer/gl/gl_utils.hpp	glutils::Program	2	m_fragmentShader	glutils::Shader	260	webgl2:renderer:gl_utils	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/include/rive/renderer/gl/render_buffer_gl_impl.hpp	rive::gpu::RenderBufferGLImpl	1	m_target	const GLenum	53	webgl2:renderer:render_buffer_gl_impl	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/include/rive/renderer/gl/render_buffer_gl_impl.hpp	rive::gpu::RenderBufferGLImpl	2	m_bufferID	GLuint	54	webgl2:renderer:render_buffer_gl_impl	native-handle-review-required
webgl2	webgl2-emscripten	renderer/include/rive/renderer/gl/render_buffer_gl_impl.hpp	rive::gpu::RenderBufferGLImpl	3	m_fallbackMappedMemory	std::unique_ptr<uint8_t[]>	56	webgl2:renderer:render_buffer_gl_impl	retained-owner-review-required
webgl2	webgl2-emscripten	renderer/include/rive/renderer/gl/render_buffer_gl_impl.hpp	rive::gpu::RenderBufferGLImpl	4	m_state	rcp<GLState>	57	webgl2:renderer:render_buffer_gl_impl	retained-owner-review-required
webgl2	webgl2-emscripten	renderer/include/rive/renderer/gl/render_target_gl.hpp	rive::gpu::FramebufferRenderTargetGL	1	m_externalFramebufferID	const GLuint	200	webgl2:renderer:render_target	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/include/rive/renderer/gl/render_target_gl.hpp	rive::gpu::FramebufferRenderTargetGL	2	m_sampleCount	const uint32_t	201	webgl2:renderer:render_target	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/include/rive/renderer/gl/render_target_gl.hpp	rive::gpu::FramebufferRenderTargetGL	3	m_textureRenderTarget	TextureRenderTargetGL	204	webgl2:renderer:render_target	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/include/rive/renderer/gl/render_target_gl.hpp	rive::gpu::FramebufferRenderTargetGL	4	m_offscreenTargetTexture	glutils::Texture	208	webgl2:renderer:render_target	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/include/rive/renderer/gl/render_target_gl.hpp	rive::gpu::RenderTargetGL	1	m_dstColorTexture	glutils::Texture	90	webgl2:renderer:render_target	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/include/rive/renderer/gl/render_target_gl.hpp	rive::gpu::RenderTargetGL	2	m_dstColorFramebuffer	glutils::Framebuffer	91	webgl2:renderer:render_target	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/include/rive/renderer/gl/render_target_gl.hpp	rive::gpu::TextureRenderTargetGL	1	m_externalTextureID	GLuint	135	webgl2:renderer:render_target	native-handle-review-required
webgl2	webgl2-emscripten	renderer/include/rive/renderer/gl/render_target_gl.hpp	rive::gpu::TextureRenderTargetGL	2	m_framebufferID	glutils::Framebuffer	137	webgl2:renderer:render_target	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/include/rive/renderer/gl/render_target_gl.hpp	rive::gpu::TextureRenderTargetGL	3	m_headlessFramebuffer	glutils::Framebuffer	138	webgl2:renderer:render_target	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/include/rive/renderer/gl/render_target_gl.hpp	rive::gpu::TextureRenderTargetGL	4	m_framebufferTargetAttachmentDirty	bool	141	webgl2:renderer:render_target	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/include/rive/renderer/gl/render_target_gl.hpp	rive::gpu::TextureRenderTargetGL	5	m_webglPLSBackingR32UI	glutils::Texture	144	webgl2:renderer:render_target	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/include/rive/renderer/gl/render_target_gl.hpp	rive::gpu::TextureRenderTargetGL	6	m_webglPLSBackingR32UIFallback	glutils::Texture	147	webgl2:renderer:render_target	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/include/rive/renderer/gl/render_target_gl.hpp	rive::gpu::TextureRenderTargetGL	7	m_webglPLSBackingRGBA8	glutils::Texture	148	webgl2:renderer:render_target	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/include/rive/renderer/gl/render_target_gl.hpp	rive::gpu::TextureRenderTargetGL	8	m_webglPLSBindingsDirty	bool	149	webgl2:renderer:render_target	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/include/rive/renderer/gl/render_target_gl.hpp	rive::gpu::TextureRenderTargetGL	9	m_msaaFramebuffer	glutils::Framebuffer	151	webgl2:renderer:render_target	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/include/rive/renderer/gl/render_target_gl.hpp	rive::gpu::TextureRenderTargetGL	10	m_msaaColorBuffer	glutils::Renderbuffer	152	webgl2:renderer:render_target	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/include/rive/renderer/gl/render_target_gl.hpp	rive::gpu::TextureRenderTargetGL	11	m_msaaDepthStencilBuffer	glutils::Renderbuffer	153	webgl2:renderer:render_target	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/include/rive/renderer/gl/render_target_gl.hpp	rive::gpu::TextureRenderTargetGL	12	m_msaaFramebufferSampleCount	int	155	webgl2:renderer:render_target	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/include/rive/renderer/ore/ore_context_gl.hpp	rive::ore::ContextGL	1	m_savedState	struct GLSavedState	73	webgl2:ore:context	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/include/rive/renderer/ore/ore_context_gl.hpp	rive::ore::ContextGL::GLSavedState	1	program	int	68	webgl2:ore:context	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/include/rive/renderer/ore/ore_context_gl.hpp	rive::ore::ContextGL::GLSavedState	2	arrayBuffer	int	69	webgl2:ore:context	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/include/rive/renderer/ore/ore_context_gl.hpp	rive::ore::ContextGL::GLSavedState	3	uniformBuffer	int	70	webgl2:ore:context	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/include/rive/renderer/ore/ore_context_gl.hpp	rive::ore::ContextGL::GLSavedState	4	framebuffer	int	71	webgl2:ore:context	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/include/rive/renderer/ore/ore_context_gl.hpp	rive::ore::ContextGL::GLSavedState	5	vertexArray	int	72	webgl2:ore:context	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/src/ore/gl/ore_bind_group_gl.hpp	rive::ore::BindGroupGL	1	m_glUBOs	std::vector<GLUBOBinding>	41	webgl2:ore:bind_group	container-owner-review-required
webgl2	webgl2-emscripten	renderer/src/ore/gl/ore_bind_group_gl.hpp	rive::ore::BindGroupGL	2	m_glTextures	std::vector<GLTexBinding>	42	webgl2:ore:bind_group	container-owner-review-required
webgl2	webgl2-emscripten	renderer/src/ore/gl/ore_bind_group_gl.hpp	rive::ore::BindGroupGL	3	m_glSamplers	std::vector<GLSamplerBinding>	43	webgl2:ore:bind_group	container-owner-review-required
webgl2	webgl2-emscripten	renderer/src/ore/gl/ore_bind_group_gl.hpp	rive::ore::BindGroupGL::GLSamplerBinding	1	sampler	unsigned int	31	webgl2:ore:bind_group	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/src/ore/gl/ore_bind_group_gl.hpp	rive::ore::BindGroupGL::GLSamplerBinding	2	slot	uint32_t	32	webgl2:ore:bind_group	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/src/ore/gl/ore_bind_group_gl.hpp	rive::ore::BindGroupGL::GLTexBinding	1	texture	unsigned int	25	webgl2:ore:bind_group	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/src/ore/gl/ore_bind_group_gl.hpp	rive::ore::BindGroupGL::GLTexBinding	2	target	unsigned int	26	webgl2:ore:bind_group	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/src/ore/gl/ore_bind_group_gl.hpp	rive::ore::BindGroupGL::GLTexBinding	3	slot	uint32_t	27	webgl2:ore:bind_group	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/src/ore/gl/ore_bind_group_gl.hpp	rive::ore::BindGroupGL::GLUBOBinding	1	buffer	unsigned int	16	webgl2:ore:bind_group	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/src/ore/gl/ore_bind_group_gl.hpp	rive::ore::BindGroupGL::GLUBOBinding	2	offset	uint32_t	17	webgl2:ore:bind_group	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/src/ore/gl/ore_bind_group_gl.hpp	rive::ore::BindGroupGL::GLUBOBinding	3	size	uint32_t	18	webgl2:ore:bind_group	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/src/ore/gl/ore_bind_group_gl.hpp	rive::ore::BindGroupGL::GLUBOBinding	4	binding	uint32_t	19	webgl2:ore:bind_group	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/src/ore/gl/ore_bind_group_gl.hpp	rive::ore::BindGroupGL::GLUBOBinding	5	slot	uint32_t	20	webgl2:ore:bind_group	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/src/ore/gl/ore_bind_group_gl.hpp	rive::ore::BindGroupGL::GLUBOBinding	6	hasDynamicOffset	bool	21	webgl2:ore:bind_group	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/src/ore/gl/ore_buffer_gl.hpp	rive::ore::BufferGL	1	m_glBuffer	unsigned int	19	webgl2:ore:buffer	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/src/ore/gl/ore_buffer_gl.hpp	rive::ore::BufferGL	2	m_glTarget	unsigned int	20	webgl2:ore:buffer	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/src/ore/gl/ore_pipeline_gl.hpp	rive::ore::PipelineGL	1	m_glProgram	unsigned int	18	webgl2:ore:pipeline	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/src/ore/gl/ore_render_pass_gl.hpp	rive::ore::RenderPassGL	1	m_glFBO	unsigned int	68	webgl2:ore:render_pass	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/src/ore/gl/ore_render_pass_gl.hpp	rive::ore::RenderPassGL	2	m_glVAO	unsigned int	69	webgl2:ore:render_pass	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/src/ore/gl/ore_render_pass_gl.hpp	rive::ore::RenderPassGL	3	m_prevVAO	unsigned int	70	webgl2:ore:render_pass	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/src/ore/gl/ore_render_pass_gl.hpp	rive::ore::RenderPassGL	4	m_prevFBO	unsigned int	71	webgl2:ore:render_pass	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/src/ore/gl/ore_render_pass_gl.hpp	rive::ore::RenderPassGL	5	m_ownsFBO	bool	72	webgl2:ore:render_pass	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/src/ore/gl/ore_render_pass_gl.hpp	rive::ore::RenderPassGL	6	m_ownsVAO	bool	73	webgl2:ore:render_pass	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/src/ore/gl/ore_render_pass_gl.hpp	rive::ore::RenderPassGL	7	m_currentPipeline	rcp<Pipeline>	74	webgl2:ore:render_pass	retained-owner-review-required
webgl2	webgl2-emscripten	renderer/src/ore/gl/ore_render_pass_gl.hpp	rive::ore::RenderPassGL	8	m_viewportWidth	uint32_t	75	webgl2:ore:render_pass	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/src/ore/gl/ore_render_pass_gl.hpp	rive::ore::RenderPassGL	9	m_viewportHeight	uint32_t	76	webgl2:ore:render_pass	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/src/ore/gl/ore_render_pass_gl.hpp	rive::ore::RenderPassGL	10	m_maxSamplerSlot	uint32_t	77	webgl2:ore:render_pass	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/src/ore/gl/ore_render_pass_gl.hpp	rive::ore::RenderPassGL	11	m_maxAttribSlot	uint32_t	78	webgl2:ore:render_pass	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/src/ore/gl/ore_render_pass_gl.hpp	rive::ore::RenderPassGL	12	m_usedSamplers	bool	79	webgl2:ore:render_pass	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/src/ore/gl/ore_render_pass_gl.hpp	rive::ore::RenderPassGL	13	m_usedAttribs	bool	80	webgl2:ore:render_pass	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/src/ore/gl/ore_render_pass_gl.hpp	rive::ore::RenderPassGL	14	m_glIndexFormat	IndexFormat	81	webgl2:ore:render_pass	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/src/ore/gl/ore_render_pass_gl.hpp	rive::ore::RenderPassGL	15	m_glStencilRef	uint32_t	82	webgl2:ore:render_pass	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/src/ore/gl/ore_render_pass_gl.hpp	rive::ore::RenderPassGL	16	m_glResolveCount	uint32_t	83	webgl2:ore:render_pass	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/src/ore/gl/ore_render_pass_gl.hpp	rive::ore::RenderPassGL	17	m_glResolves	GLResolveEntry[4]	84	webgl2:ore:render_pass	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/src/ore/gl/ore_render_pass_gl.hpp	rive::ore::RenderPassGL::GLResolveEntry	1	colorIndex	unsigned int	58	webgl2:ore:render_pass	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/src/ore/gl/ore_render_pass_gl.hpp	rive::ore::RenderPassGL::GLResolveEntry	2	resolveTarget	unsigned int	59	webgl2:ore:render_pass	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/src/ore/gl/ore_render_pass_gl.hpp	rive::ore::RenderPassGL::GLResolveEntry	3	resolveTex	unsigned int	60	webgl2:ore:render_pass	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/src/ore/gl/ore_render_pass_gl.hpp	rive::ore::RenderPassGL::GLResolveEntry	4	width	uint32_t	61	webgl2:ore:render_pass	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/src/ore/gl/ore_render_pass_gl.hpp	rive::ore::RenderPassGL::GLResolveEntry	5	height	uint32_t	62	webgl2:ore:render_pass	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/src/ore/gl/ore_sampler_gl.hpp	rive::ore::SamplerGL	1	m_glSampler	unsigned int	16	webgl2:ore:sampler	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/src/ore/gl/ore_shader_module_gl.hpp	rive::ore::ShaderModuleGL	1	m_glShader	unsigned int	16	webgl2:ore:shader_module	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/src/ore/gl/ore_shader_module_gl.hpp	rive::ore::ShaderModuleGL	2	m_glShaderType	unsigned int	17	webgl2:ore:shader_module	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/src/ore/gl/ore_texture_gl.hpp	rive::ore::TextureGL	1	m_glTexture	unsigned int	17	webgl2:ore:texture	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/src/ore/gl/ore_texture_gl.hpp	rive::ore::TextureGL	2	m_glRenderbuffer	unsigned int	18	webgl2:ore:texture	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/src/ore/gl/ore_texture_gl.hpp	rive::ore::TextureGL	3	m_glTarget	unsigned int	19	webgl2:ore:texture	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/src/ore/gl/ore_texture_gl.hpp	rive::ore::TextureGL	4	m_glOwnsTexture	bool	20	webgl2:ore:texture	value-lifetime-review-required
webgl2	webgl2-emscripten	renderer/src/ore/gl/ore_texture_gl.hpp	rive::ore::TextureViewGL	1	m_glTextureView	unsigned int	33	webgl2:ore:texture	value-lifetime-review-required
webgpu	webgpu-dawn-v2	renderer/include/rive/renderer/ore/ore_context_wgpu.hpp	rive::ore::ContextWGPU	1	m_wgpuBackend	WGPUBackend	92	webgpu:ore:context	native-handle-review-required
webgpu	webgpu-dawn-v2	renderer/include/rive/renderer/ore/ore_context_wgpu.hpp	rive::ore::ContextWGPU	2	m_wgpuDevice	wgpu::Device	93	webgpu:ore:context	value-lifetime-review-required
webgpu	webgpu-dawn-v2	renderer/include/rive/renderer/ore/ore_context_wgpu.hpp	rive::ore::ContextWGPU	3	m_wgpuQueue	wgpu::Queue	94	webgpu:ore:context	value-lifetime-review-required
webgpu	webgpu-dawn-v2	renderer/include/rive/renderer/ore/ore_context_wgpu.hpp	rive::ore::ContextWGPU	4	m_wgpuCommandEncoder	wgpu::CommandEncoder	95	webgpu:ore:context	value-lifetime-review-required
webgpu	webgpu-dawn-v2	renderer/include/rive/renderer/ore/ore_context_wgpu.hpp	rive::ore::ContextWGPU	5	m_frameSerial	uint64_t	96	webgpu:ore:context	value-lifetime-review-required
webgpu	webgpu-dawn-v2	renderer/include/rive/renderer/webgpu/render_context_webgpu_impl.hpp	rive::gpu::RenderContextWebGPUImpl	1	m_device	const wgpu::Device	189	webgpu:renderer:render_context_webgpu_impl	value-lifetime-review-required
webgpu	webgpu-dawn-v2	renderer/include/rive/renderer/webgpu/render_context_webgpu_impl.hpp	rive::gpu::RenderContextWebGPUImpl	2	m_queue	const wgpu::Queue	190	webgpu:renderer:render_context_webgpu_impl	value-lifetime-review-required
webgpu	webgpu-dawn-v2	renderer/include/rive/renderer/webgpu/render_context_webgpu_impl.hpp	rive::gpu::RenderContextWebGPUImpl	3	m_contextOptions	const ContextOptions	191	webgpu:renderer:render_context_webgpu_impl	value-lifetime-review-required
webgpu	webgpu-dawn-v2	renderer/include/rive/renderer/webgpu/render_context_webgpu_impl.hpp	rive::gpu::RenderContextWebGPUImpl	4	m_capabilities	Capabilities	192	webgpu:renderer:render_context_webgpu_impl	value-lifetime-review-required
webgpu	webgpu-dawn-v2	renderer/include/rive/renderer/webgpu/render_context_webgpu_impl.hpp	rive::gpu::RenderContextWebGPUImpl	5	m_drawPipelineLayouts	std::array<std::unique_ptr<DrawPipelineLayout>, gpu::INTERLOCK_MODE_COUNT>	199	webgpu:renderer:render_context_webgpu_impl	retained-owner-review-required
webgpu	webgpu-dawn-v2	renderer/include/rive/renderer/webgpu/render_context_webgpu_impl.hpp	rive::gpu::RenderContextWebGPUImpl	6	m_blitTextureAsDrawPipeline	std::unique_ptr<BlitTextureAsDrawPipeline>	213	webgpu:renderer:render_context_webgpu_impl	retained-owner-review-required
webgpu	webgpu-dawn-v2	renderer/include/rive/renderer/webgpu/render_context_webgpu_impl.hpp	rive::gpu::RenderContextWebGPUImpl	7	m_colorRampPipeline	std::unique_ptr<ColorRampPipeline>	218	webgpu:renderer:render_context_webgpu_impl	retained-owner-review-required
webgpu	webgpu-dawn-v2	renderer/include/rive/renderer/webgpu/render_context_webgpu_impl.hpp	rive::gpu::RenderContextWebGPUImpl	8	m_gradientTexture	wgpu::Texture	219	webgpu:renderer:render_context_webgpu_impl	value-lifetime-review-required
webgpu	webgpu-dawn-v2	renderer/include/rive/renderer/webgpu/render_context_webgpu_impl.hpp	rive::gpu::RenderContextWebGPUImpl	9	m_gradientTextureView	wgpu::TextureView	220	webgpu:renderer:render_context_webgpu_impl	value-lifetime-review-required
webgpu	webgpu-dawn-v2	renderer/include/rive/renderer/webgpu/render_context_webgpu_impl.hpp	rive::gpu::RenderContextWebGPUImpl	10	m_tessellatePipeline	std::unique_ptr<TessellatePipeline>	224	webgpu:renderer:render_context_webgpu_impl	retained-owner-review-required
webgpu	webgpu-dawn-v2	renderer/include/rive/renderer/webgpu/render_context_webgpu_impl.hpp	rive::gpu::RenderContextWebGPUImpl	11	m_tessSpanIndexBuffer	wgpu::Buffer	225	webgpu:renderer:render_context_webgpu_impl	value-lifetime-review-required
webgpu	webgpu-dawn-v2	renderer/include/rive/renderer/webgpu/render_context_webgpu_impl.hpp	rive::gpu::RenderContextWebGPUImpl	12	m_tessVertexTexture	wgpu::Texture	226	webgpu:renderer:render_context_webgpu_impl	value-lifetime-review-required
webgpu	webgpu-dawn-v2	renderer/include/rive/renderer/webgpu/render_context_webgpu_impl.hpp	rive::gpu::RenderContextWebGPUImpl	13	m_tessVertexTextureView	wgpu::TextureView	227	webgpu:renderer:render_context_webgpu_impl	value-lifetime-review-required
webgpu	webgpu-dawn-v2	renderer/include/rive/renderer/webgpu/render_context_webgpu_impl.hpp	rive::gpu::RenderContextWebGPUImpl	14	m_featherAtlasPipeline	std::unique_ptr<FeatherAtlasPipeline>	231	webgpu:renderer:render_context_webgpu_impl	retained-owner-review-required
webgpu	webgpu-dawn-v2	renderer/include/rive/renderer/webgpu/render_context_webgpu_impl.hpp	rive::gpu::RenderContextWebGPUImpl	15	m_featherAtlasTexture	wgpu::Texture	232	webgpu:renderer:render_context_webgpu_impl	value-lifetime-review-required
webgpu	webgpu-dawn-v2	renderer/include/rive/renderer/webgpu/render_context_webgpu_impl.hpp	rive::gpu::RenderContextWebGPUImpl	16	m_featherAtlasTextureView	wgpu::TextureView	233	webgpu:renderer:render_context_webgpu_impl	value-lifetime-review-required
webgpu	webgpu-dawn-v2	renderer/include/rive/renderer/webgpu/render_context_webgpu_impl.hpp	rive::gpu::RenderContextWebGPUImpl	17	m_drawPipelines	std::map<uint64_t, DrawPipeline>	237	webgpu:renderer:render_context_webgpu_impl	container-owner-review-required
webgpu	webgpu-dawn-v2	renderer/include/rive/renderer/webgpu/render_context_webgpu_impl.hpp	rive::gpu::RenderContextWebGPUImpl	18	m_linearSampler	wgpu::Sampler	238	webgpu:renderer:render_context_webgpu_impl	value-lifetime-review-required
webgpu	webgpu-dawn-v2	renderer/include/rive/renderer/webgpu/render_context_webgpu_impl.hpp	rive::gpu::RenderContextWebGPUImpl	19	m_imageSamplers	wgpu::Sampler[18]	239	webgpu:renderer:render_context_webgpu_impl	value-lifetime-review-required
webgpu	webgpu-dawn-v2	renderer/include/rive/renderer/webgpu/render_context_webgpu_impl.hpp	rive::gpu::RenderContextWebGPUImpl	20	m_samplerBindings	wgpu::BindGroup	240	webgpu:renderer:render_context_webgpu_impl	value-lifetime-review-required
webgpu	webgpu-dawn-v2	renderer/include/rive/renderer/webgpu/render_context_webgpu_impl.hpp	rive::gpu::RenderContextWebGPUImpl	21	m_emptyBindingsLayout	wgpu::BindGroupLayout	241	webgpu:renderer:render_context_webgpu_impl	value-lifetime-review-required
webgpu	webgpu-dawn-v2	renderer/include/rive/renderer/webgpu/render_context_webgpu_impl.hpp	rive::gpu::RenderContextWebGPUImpl	22	m_pathPatchVertexBuffer	wgpu::Buffer	242	webgpu:renderer:render_context_webgpu_impl	value-lifetime-review-required
webgpu	webgpu-dawn-v2	renderer/include/rive/renderer/webgpu/render_context_webgpu_impl.hpp	rive::gpu::RenderContextWebGPUImpl	23	m_pathPatchIndexBuffer	wgpu::Buffer	243	webgpu:renderer:render_context_webgpu_impl	value-lifetime-review-required
webgpu	webgpu-dawn-v2	renderer/include/rive/renderer/webgpu/render_context_webgpu_impl.hpp	rive::gpu::RenderContextWebGPUImpl	24	m_imageRectVertexBuffer	wgpu::Buffer	244	webgpu:renderer:render_context_webgpu_impl	value-lifetime-review-required
webgpu	webgpu-dawn-v2	renderer/include/rive/renderer/webgpu/render_context_webgpu_impl.hpp	rive::gpu::RenderContextWebGPUImpl	25	m_imageRectIndexBuffer	wgpu::Buffer	245	webgpu:renderer:render_context_webgpu_impl	value-lifetime-review-required
webgpu	webgpu-dawn-v2	renderer/include/rive/renderer/webgpu/render_context_webgpu_impl.hpp	rive::gpu::RenderContextWebGPUImpl	26	m_gaussianIntegralTexture	wgpu::Texture	248	webgpu:renderer:render_context_webgpu_impl	value-lifetime-review-required
webgpu	webgpu-dawn-v2	renderer/include/rive/renderer/webgpu/render_context_webgpu_impl.hpp	rive::gpu::RenderContextWebGPUImpl	27	m_gaussianIntegralTextureView	wgpu::TextureView	249	webgpu:renderer:render_context_webgpu_impl	value-lifetime-review-required
webgpu	webgpu-dawn-v2	renderer/include/rive/renderer/webgpu/render_context_webgpu_impl.hpp	rive::gpu::RenderContextWebGPUImpl	28	m_atomicPLSBackingBufferSize	uint64_t	252	webgpu:renderer:render_context_webgpu_impl	value-lifetime-review-required
webgpu	webgpu-dawn-v2	renderer/include/rive/renderer/webgpu/render_context_webgpu_impl.hpp	rive::gpu::RenderContextWebGPUImpl	29	m_atomicPLSColorBuffer	wgpu::Buffer	253	webgpu:renderer:render_context_webgpu_impl	value-lifetime-review-required
webgpu	webgpu-dawn-v2	renderer/include/rive/renderer/webgpu/render_context_webgpu_impl.hpp	rive::gpu::RenderContextWebGPUImpl	30	m_atomicPLSClipBuffer	wgpu::Buffer	254	webgpu:renderer:render_context_webgpu_impl	value-lifetime-review-required
webgpu	webgpu-dawn-v2	renderer/include/rive/renderer/webgpu/render_context_webgpu_impl.hpp	rive::gpu::RenderContextWebGPUImpl	31	m_atomicPLSCoverageBuffer	wgpu::Buffer	255	webgpu:renderer:render_context_webgpu_impl	value-lifetime-review-required
webgpu	webgpu-dawn-v2	renderer/include/rive/renderer/webgpu/render_context_webgpu_impl.hpp	rive::gpu::RenderContextWebGPUImpl	32	m_nullTexture	wgpu::Texture	258	webgpu:renderer:render_context_webgpu_impl	value-lifetime-review-required
webgpu	webgpu-dawn-v2	renderer/include/rive/renderer/webgpu/render_context_webgpu_impl.hpp	rive::gpu::RenderContextWebGPUImpl	33	m_nullTextureView	wgpu::TextureView	259	webgpu:renderer:render_context_webgpu_impl	value-lifetime-review-required
webgpu	webgpu-dawn-v2	renderer/include/rive/renderer/webgpu/render_context_webgpu_impl.hpp	rive::gpu::RenderContextWebGPUImpl	34	m_nullStorageBuffer	wgpu::Buffer	260	webgpu:renderer:render_context_webgpu_impl	value-lifetime-review-required
webgpu	webgpu-dawn-v2	renderer/include/rive/renderer/webgpu/render_context_webgpu_impl.hpp	rive::gpu::RenderContextWebGPUImpl::Capabilities	1	backendType	wgpu::BackendType	54	webgpu:renderer:render_context_webgpu_impl	value-lifetime-review-required
webgpu	webgpu-dawn-v2	renderer/include/rive/renderer/webgpu/render_context_webgpu_impl.hpp	rive::gpu::RenderContextWebGPUImpl::Capabilities	2	polyfillVertexStorageBuffers	bool	60	webgpu:renderer:render_context_webgpu_impl	value-lifetime-review-required
webgpu	webgpu-dawn-v2	renderer/include/rive/renderer/webgpu/render_context_webgpu_impl.hpp	rive::gpu::RenderContextWebGPUImpl::ContextOptions	1	compatibilityMode	bool	31	webgpu:renderer:render_context_webgpu_impl	value-lifetime-review-required
webgpu	webgpu-dawn-v2	renderer/include/rive/renderer/webgpu/render_context_webgpu_impl.hpp	rive::gpu::RenderTargetWebGPU	1	m_device	const wgpu::Device	300	webgpu:renderer:render_context_webgpu_impl	value-lifetime-review-required
webgpu	webgpu-dawn-v2	renderer/include/rive/renderer/webgpu/render_context_webgpu_impl.hpp	rive::gpu::RenderTargetWebGPU	2	m_framebufferFormat	const wgpu::TextureFormat	301	webgpu:renderer:render_context_webgpu_impl	value-lifetime-review-required
webgpu	webgpu-dawn-v2	renderer/include/rive/renderer/webgpu/render_context_webgpu_impl.hpp	rive::gpu::RenderTargetWebGPU	3	m_transientPLSUsage	wgpu::TextureUsage	302	webgpu:renderer:render_context_webgpu_impl	value-lifetime-review-required
webgpu	webgpu-dawn-v2	renderer/include/rive/renderer/webgpu/render_context_webgpu_impl.hpp	rive::gpu::RenderTargetWebGPU	4	m_transientMSAAColorUsage	wgpu::TextureUsage	303	webgpu:renderer:render_context_webgpu_impl	value-lifetime-review-required
webgpu	webgpu-dawn-v2	renderer/include/rive/renderer/webgpu/render_context_webgpu_impl.hpp	rive::gpu::RenderTargetWebGPU	5	m_transientMSAADepthStencilUsage	wgpu::TextureUsage	304	webgpu:renderer:render_context_webgpu_impl	value-lifetime-review-required
