campaign	configuration	source_path	qualified_type	field_order	field_name	declared_type	declaration_line	ownership_unit	ownership_review
webgpu	webgpu-wagyu-v1	renderer/include/rive/renderer/webgpu/render_context_webgpu_impl.hpp	rive::gpu::RenderTargetWebGPU	1	m_device	const wgpu::Device	300	webgpu:renderer:render_context_webgpu_impl	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/include/rive/renderer/webgpu/render_context_webgpu_impl.hpp	rive::gpu::RenderTargetWebGPU	2	m_framebufferFormat	const wgpu::TextureFormat	301	webgpu:renderer:render_context_webgpu_impl	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/include/rive/renderer/webgpu/render_context_webgpu_impl.hpp	rive::gpu::RenderTargetWebGPU	3	m_transientPLSUsage	wgpu::TextureUsage	302	webgpu:renderer:render_context_webgpu_impl	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/include/rive/renderer/webgpu/render_context_webgpu_impl.hpp	rive::gpu::RenderTargetWebGPU	4	m_transientMSAAColorUsage	wgpu::TextureUsage	303	webgpu:renderer:render_context_webgpu_impl	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/include/rive/renderer/webgpu/render_context_webgpu_impl.hpp	rive::gpu::RenderTargetWebGPU	5	m_transientMSAADepthStencilUsage	wgpu::TextureUsage	304	webgpu:renderer:render_context_webgpu_impl	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/include/rive/renderer/webgpu/render_context_webgpu_impl.hpp	rive::gpu::RenderTargetWebGPU	6	m_targetTexture	wgpu::Texture	306	webgpu:renderer:render_context_webgpu_impl	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/include/rive/renderer/webgpu/render_context_webgpu_impl.hpp	rive::gpu::RenderTargetWebGPU	7	m_coverageTexture	wgpu::Texture	307	webgpu:renderer:render_context_webgpu_impl	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/include/rive/renderer/webgpu/render_context_webgpu_impl.hpp	rive::gpu::RenderTargetWebGPU	8	m_clipTexture	wgpu::Texture	308	webgpu:renderer:render_context_webgpu_impl	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/include/rive/renderer/webgpu/render_context_webgpu_impl.hpp	rive::gpu::RenderTargetWebGPU	9	m_scratchColorTexture	wgpu::Texture	309	webgpu:renderer:render_context_webgpu_impl	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/include/rive/renderer/webgpu/render_context_webgpu_impl.hpp	rive::gpu::RenderTargetWebGPU	10	m_msaaColorTexture	wgpu::Texture	310	webgpu:renderer:render_context_webgpu_impl	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/include/rive/renderer/webgpu/render_context_webgpu_impl.hpp	rive::gpu::RenderTargetWebGPU	11	m_msaaDepthStencilTexture	wgpu::Texture	311	webgpu:renderer:render_context_webgpu_impl	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/include/rive/renderer/webgpu/render_context_webgpu_impl.hpp	rive::gpu::RenderTargetWebGPU	12	m_dstColorTexture	wgpu::Texture	312	webgpu:renderer:render_context_webgpu_impl	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/include/rive/renderer/webgpu/render_context_webgpu_impl.hpp	rive::gpu::RenderTargetWebGPU	13	m_targetTextureView	wgpu::TextureView	314	webgpu:renderer:render_context_webgpu_impl	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/include/rive/renderer/webgpu/render_context_webgpu_impl.hpp	rive::gpu::RenderTargetWebGPU	14	m_coverageTextureView	wgpu::TextureView	315	webgpu:renderer:render_context_webgpu_impl	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/include/rive/renderer/webgpu/render_context_webgpu_impl.hpp	rive::gpu::RenderTargetWebGPU	15	m_clipTextureView	wgpu::TextureView	316	webgpu:renderer:render_context_webgpu_impl	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/include/rive/renderer/webgpu/render_context_webgpu_impl.hpp	rive::gpu::RenderTargetWebGPU	16	m_scratchColorTextureView	wgpu::TextureView	317	webgpu:renderer:render_context_webgpu_impl	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/include/rive/renderer/webgpu/render_context_webgpu_impl.hpp	rive::gpu::RenderTargetWebGPU	17	m_msaaColorTextureView	wgpu::TextureView	318	webgpu:renderer:render_context_webgpu_impl	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/include/rive/renderer/webgpu/render_context_webgpu_impl.hpp	rive::gpu::RenderTargetWebGPU	18	m_msaaDepthStencilTextureView	wgpu::TextureView	319	webgpu:renderer:render_context_webgpu_impl	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/include/rive/renderer/webgpu/render_context_webgpu_impl.hpp	rive::gpu::RenderTargetWebGPU	19	m_dstColorTextureView	wgpu::TextureView	320	webgpu:renderer:render_context_webgpu_impl	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/include/rive/renderer/webgpu/render_context_webgpu_impl.hpp	rive::gpu::TextureWebGPUImpl	1	m_texture	wgpu::Texture	341	webgpu:renderer:render_context_webgpu_impl	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/include/rive/renderer/webgpu/render_context_webgpu_impl.hpp	rive::gpu::TextureWebGPUImpl	2	m_textureView	wgpu::TextureView	342	webgpu:renderer:render_context_webgpu_impl	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/ore/wgpu/ore_bind_group_layout_wgpu.hpp	rive::ore::BindGroupLayoutWGPU	1	m_wgpuBGL	wgpu::BindGroupLayout	19	webgpu:ore:bind_group_layout	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/ore/wgpu/ore_bind_group_wgpu.hpp	rive::ore::BindGroupWGPU	1	m_uboEntries	std::vector<UBOEntry>	51	webgpu:ore:bind_group	container-owner-review-required
webgpu	webgpu-wagyu-v1	renderer/src/ore/wgpu/ore_bind_group_wgpu.hpp	rive::ore::BindGroupWGPU	2	m_texEntries	std::vector<TexEntry>	52	webgpu:ore:bind_group	container-owner-review-required
webgpu	webgpu-wagyu-v1	renderer/src/ore/wgpu/ore_bind_group_wgpu.hpp	rive::ore::BindGroupWGPU	3	m_sampEntries	std::vector<SampEntry>	53	webgpu:ore:bind_group	container-owner-review-required
webgpu	webgpu-wagyu-v1	renderer/src/ore/wgpu/ore_bind_group_wgpu.hpp	rive::ore::BindGroupWGPU	4	m_wgpuBGL	wgpu::BindGroupLayout	54	webgpu:ore:bind_group	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/ore/wgpu/ore_bind_group_wgpu.hpp	rive::ore::BindGroupWGPU	5	m_label	std::string	55	webgpu:ore:bind_group	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/ore/wgpu/ore_bind_group_wgpu.hpp	rive::ore::BindGroupWGPU	6	m_cache	std::vector<CachedGroup>	64	webgpu:ore:bind_group	container-owner-review-required
webgpu	webgpu-wagyu-v1	renderer/src/ore/wgpu/ore_bind_group_wgpu.hpp	rive::ore::BindGroupWGPU	7	m_nullBindGroup	wgpu::BindGroup	68	webgpu:ore:bind_group	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/ore/wgpu/ore_bind_group_wgpu.hpp	rive::ore::BindGroupWGPU::CachedGroup	1	key	std::vector<WGPUBuffer>	61	webgpu:ore:bind_group	native-handle-review-required
webgpu	webgpu-wagyu-v1	renderer/src/ore/wgpu/ore_bind_group_wgpu.hpp	rive::ore::BindGroupWGPU::CachedGroup	2	bindGroup	wgpu::BindGroup	62	webgpu:ore:bind_group	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/ore/wgpu/ore_bind_group_wgpu.hpp	rive::ore::BindGroupWGPU::SampEntry	1	binding	uint32_t	48	webgpu:ore:bind_group	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/ore/wgpu/ore_bind_group_wgpu.hpp	rive::ore::BindGroupWGPU::SampEntry	2	sampler	wgpu::Sampler	49	webgpu:ore:bind_group	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/ore/wgpu/ore_bind_group_wgpu.hpp	rive::ore::BindGroupWGPU::TexEntry	1	binding	uint32_t	43	webgpu:ore:bind_group	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/ore/wgpu/ore_bind_group_wgpu.hpp	rive::ore::BindGroupWGPU::TexEntry	2	view	wgpu::TextureView	44	webgpu:ore:bind_group	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/ore/wgpu/ore_bind_group_wgpu.hpp	rive::ore::BindGroupWGPU::UBOEntry	1	buffer	BufferWGPU *	36	webgpu:ore:bind_group	native-handle-review-required
webgpu	webgpu-wagyu-v1	renderer/src/ore/wgpu/ore_bind_group_wgpu.hpp	rive::ore::BindGroupWGPU::UBOEntry	2	binding	uint32_t	37	webgpu:ore:bind_group	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/ore/wgpu/ore_bind_group_wgpu.hpp	rive::ore::BindGroupWGPU::UBOEntry	3	offset	uint64_t	38	webgpu:ore:bind_group	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/ore/wgpu/ore_bind_group_wgpu.hpp	rive::ore::BindGroupWGPU::UBOEntry	4	size	uint64_t	39	webgpu:ore:bind_group	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/ore/wgpu/ore_buffer_wgpu.hpp	rive::ore::BufferWGPU	1	m_pool	std::vector<Backing>	50	webgpu:ore:buffer	container-owner-review-required
webgpu	webgpu-wagyu-v1	renderer/src/ore/wgpu/ore_buffer_wgpu.hpp	rive::ore::BufferWGPU	2	m_currentIndex	size_t	51	webgpu:ore:buffer	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/ore/wgpu/ore_buffer_wgpu.hpp	rive::ore::BufferWGPU	3	m_boundSinceUpdate	bool	52	webgpu:ore:buffer	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/ore/wgpu/ore_buffer_wgpu.hpp	rive::ore::BufferWGPU	4	m_shadow	std::vector<uint8_t>	57	webgpu:ore:buffer	container-owner-review-required
webgpu	webgpu-wagyu-v1	renderer/src/ore/wgpu/ore_buffer_wgpu.hpp	rive::ore::BufferWGPU	5	m_wgpuUsage	wgpu::BufferUsage	59	webgpu:ore:buffer	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/ore/wgpu/ore_buffer_wgpu.hpp	rive::ore::BufferWGPU	6	m_wgpuDevice	wgpu::Device	60	webgpu:ore:buffer	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/ore/wgpu/ore_buffer_wgpu.hpp	rive::ore::BufferWGPU	7	m_wgpuQueue	wgpu::Queue	61	webgpu:ore:buffer	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/ore/wgpu/ore_buffer_wgpu.hpp	rive::ore::BufferWGPU	8	m_ctx	ContextWGPU *	62	webgpu:ore:buffer	native-handle-review-required
webgpu	webgpu-wagyu-v1	renderer/src/ore/wgpu/ore_buffer_wgpu.hpp	rive::ore::BufferWGPU::Backing	1	buffer	wgpu::Buffer	40	webgpu:ore:buffer	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/ore/wgpu/ore_buffer_wgpu.hpp	rive::ore::BufferWGPU::Backing	2	frameStamp	uint64_t	41	webgpu:ore:buffer	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/ore/wgpu/ore_pipeline_wgpu.hpp	rive::ore::PipelineWGPU	1	m_wgpuDevice	wgpu::Device	18	webgpu:ore:pipeline	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/ore/wgpu/ore_pipeline_wgpu.hpp	rive::ore::PipelineWGPU	2	m_wgpuPipeline	wgpu::RenderPipeline	19	webgpu:ore:pipeline	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/ore/wgpu/ore_pipeline_wgpu.hpp	rive::ore::PipelineWGPU	3	m_wgpuPipelineLayout	wgpu::PipelineLayout	20	webgpu:ore:pipeline	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/ore/wgpu/ore_render_pass_wgpu.hpp	rive::ore::RenderPassWGPU	1	m_wgpuContext	ContextWGPU *	59	webgpu:ore:render_pass	native-handle-review-required
webgpu	webgpu-wagyu-v1	renderer/src/ore/wgpu/ore_render_pass_wgpu.hpp	rive::ore::RenderPassWGPU	2	m_currentPipeline	rcp<Pipeline>	60	webgpu:ore:render_pass	retained-owner-review-required
webgpu	webgpu-wagyu-v1	renderer/src/ore/wgpu/ore_render_pass_wgpu.hpp	rive::ore::RenderPassWGPU	3	m_wgpuPassEncoder	wgpu::RenderPassEncoder	61	webgpu:ore:render_pass	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/ore/wgpu/ore_render_pass_wgpu.hpp	rive::ore::RenderPassWGPU	4	m_wgpuIndexBuffer	wgpu::Buffer	62	webgpu:ore:render_pass	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/ore/wgpu/ore_render_pass_wgpu.hpp	rive::ore::RenderPassWGPU	5	m_wgpuIndexFormat	wgpu::IndexFormat	63	webgpu:ore:render_pass	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/ore/wgpu/ore_render_pass_wgpu.hpp	rive::ore::RenderPassWGPU	6	m_wgpuIndexOffset	uint32_t	64	webgpu:ore:render_pass	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/ore/wgpu/ore_sampler_wgpu.hpp	rive::ore::SamplerWGPU	1	m_wgpuSampler	wgpu::Sampler	17	webgpu:ore:sampler	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/ore/wgpu/ore_shader_module_wgpu.hpp	rive::ore::ShaderModuleWGPU	1	m_wgpuShaderModule	wgpu::ShaderModule	19	webgpu:ore:shader_module	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/ore/wgpu/ore_texture_wgpu.hpp	rive::ore::TextureViewWGPU	1	m_wgpuTextureView	wgpu::TextureView	33	webgpu:ore:texture	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/ore/wgpu/ore_texture_wgpu.hpp	rive::ore::TextureWGPU	1	m_wgpuTexture	wgpu::Texture	18	webgpu:ore:texture	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/ore/wgpu/ore_texture_wgpu.hpp	rive::ore::TextureWGPU	2	m_wgpuQueue	wgpu::Queue	19	webgpu:ore:texture	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/webgpu/wagyu-port/include/webgpu/webgpu.h	WGPUStringView	1	data	const char *	106	webgpu:wagyu:webgpu	borrow-or-pointer-review-required
webgpu	webgpu-wagyu-v1	renderer/src/webgpu/wagyu-port/include/webgpu/webgpu.h	WGPUStringView	2	length	size_t	107	webgpu:wagyu:webgpu	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/webgpu/wagyu-port/include/webgpu/webgpu_cpp.h	wgpu::AdapterInfo	1	nextInChain	ChainedStructOut *	1743	webgpu:wagyu:webgpu_cpp	borrow-or-pointer-review-required
webgpu	webgpu-wagyu-v1	renderer/src/webgpu/wagyu-port/include/webgpu/webgpu_cpp.h	wgpu::AdapterInfo	2	vendor	const StringView	1744	webgpu:wagyu:webgpu_cpp	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/webgpu/wagyu-port/include/webgpu/webgpu_cpp.h	wgpu::AdapterInfo	3	architecture	const StringView	1745	webgpu:wagyu:webgpu_cpp	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/webgpu/wagyu-port/include/webgpu/webgpu_cpp.h	wgpu::AdapterInfo	4	device	const StringView	1746	webgpu:wagyu:webgpu_cpp	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/webgpu/wagyu-port/include/webgpu/webgpu_cpp.h	wgpu::AdapterInfo	5	description	const StringView	1747	webgpu:wagyu:webgpu_cpp	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/webgpu/wagyu-port/include/webgpu/webgpu_cpp.h	wgpu::AdapterInfo	6	backendType	const BackendType	1748	webgpu:wagyu:webgpu_cpp	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/webgpu/wagyu-port/include/webgpu/webgpu_cpp.h	wgpu::AdapterInfo	7	adapterType	const AdapterType	1749	webgpu:wagyu:webgpu_cpp	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/webgpu/wagyu-port/include/webgpu/webgpu_cpp.h	wgpu::AdapterInfo	8	vendorID	const uint32_t	1750	webgpu:wagyu:webgpu_cpp	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/webgpu/wagyu-port/include/webgpu/webgpu_cpp.h	wgpu::AdapterInfo	9	deviceID	const uint32_t	1751	webgpu:wagyu:webgpu_cpp	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/webgpu/wagyu-port/include/webgpu/webgpu_cpp.h	wgpu::AdapterInfo	10	subgroupMinSize	const uint32_t	1752	webgpu:wagyu:webgpu_cpp	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/webgpu/wagyu-port/include/webgpu/webgpu_cpp.h	wgpu::AdapterInfo	11	subgroupMaxSize	const uint32_t	1753	webgpu:wagyu:webgpu_cpp	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/webgpu/wagyu-port/include/webgpu/webgpu_cpp.h	wgpu::BindGroupDescriptor	1	nextInChain	const ChainedStruct *	2247	webgpu:wagyu:webgpu_cpp	borrow-or-pointer-review-required
webgpu	webgpu-wagyu-v1	renderer/src/webgpu/wagyu-port/include/webgpu/webgpu_cpp.h	wgpu::BindGroupDescriptor	2	label	StringView	2248	webgpu:wagyu:webgpu_cpp	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/webgpu/wagyu-port/include/webgpu/webgpu_cpp.h	wgpu::BindGroupDescriptor	3	layout	BindGroupLayout	2249	webgpu:wagyu:webgpu_cpp	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/webgpu/wagyu-port/include/webgpu/webgpu_cpp.h	wgpu::BindGroupDescriptor	4	entryCount	size_t	2250	webgpu:wagyu:webgpu_cpp	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/webgpu/wagyu-port/include/webgpu/webgpu_cpp.h	wgpu::BindGroupDescriptor	5	entries	const BindGroupEntry *	2251	webgpu:wagyu:webgpu_cpp	borrow-or-pointer-review-required
webgpu	webgpu-wagyu-v1	renderer/src/webgpu/wagyu-port/include/webgpu/webgpu_cpp.h	wgpu::BindGroupEntry	1	nextInChain	const ChainedStruct *	1763	webgpu:wagyu:webgpu_cpp	borrow-or-pointer-review-required
webgpu	webgpu-wagyu-v1	renderer/src/webgpu/wagyu-port/include/webgpu/webgpu_cpp.h	wgpu::BindGroupEntry	2	binding	uint32_t	1764	webgpu:wagyu:webgpu_cpp	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/webgpu/wagyu-port/include/webgpu/webgpu_cpp.h	wgpu::BindGroupEntry	3	buffer	Buffer	1765	webgpu:wagyu:webgpu_cpp	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/webgpu/wagyu-port/include/webgpu/webgpu_cpp.h	wgpu::BindGroupEntry	4	offset	uint64_t	1766	webgpu:wagyu:webgpu_cpp	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/webgpu/wagyu-port/include/webgpu/webgpu_cpp.h	wgpu::BindGroupEntry	5	size	uint64_t	1767	webgpu:wagyu:webgpu_cpp	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/webgpu/wagyu-port/include/webgpu/webgpu_cpp.h	wgpu::BindGroupEntry	6	sampler	Sampler	1768	webgpu:wagyu:webgpu_cpp	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/webgpu/wagyu-port/include/webgpu/webgpu_cpp.h	wgpu::BindGroupEntry	7	textureView	TextureView	1769	webgpu:wagyu:webgpu_cpp	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/webgpu/wagyu-port/include/webgpu/webgpu_cpp.h	wgpu::BindGroupLayoutDescriptor	1	nextInChain	const ChainedStruct *	2467	webgpu:wagyu:webgpu_cpp	borrow-or-pointer-review-required
webgpu	webgpu-wagyu-v1	renderer/src/webgpu/wagyu-port/include/webgpu/webgpu_cpp.h	wgpu::BindGroupLayoutDescriptor	2	label	StringView	2468	webgpu:wagyu:webgpu_cpp	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/webgpu/wagyu-port/include/webgpu/webgpu_cpp.h	wgpu::BindGroupLayoutDescriptor	3	entryCount	size_t	2469	webgpu:wagyu:webgpu_cpp	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/webgpu/wagyu-port/include/webgpu/webgpu_cpp.h	wgpu::BindGroupLayoutDescriptor	4	entries	const BindGroupLayoutEntry *	2470	webgpu:wagyu:webgpu_cpp	borrow-or-pointer-review-required
webgpu	webgpu-wagyu-v1	renderer/src/webgpu/wagyu-port/include/webgpu/webgpu_cpp.h	wgpu::BindGroupLayoutEntry	1	nextInChain	const ChainedStruct *	2257	webgpu:wagyu:webgpu_cpp	borrow-or-pointer-review-required
webgpu	webgpu-wagyu-v1	renderer/src/webgpu/wagyu-port/include/webgpu/webgpu_cpp.h	wgpu::BindGroupLayoutEntry	2	binding	uint32_t	2258	webgpu:wagyu:webgpu_cpp	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/webgpu/wagyu-port/include/webgpu/webgpu_cpp.h	wgpu::BindGroupLayoutEntry	3	visibility	ShaderStage	2259	webgpu:wagyu:webgpu_cpp	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/webgpu/wagyu-port/include/webgpu/webgpu_cpp.h	wgpu::BindGroupLayoutEntry	4	bindingArraySize	uint32_t	2260	webgpu:wagyu:webgpu_cpp	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/webgpu/wagyu-port/include/webgpu/webgpu_cpp.h	wgpu::BindGroupLayoutEntry	5	buffer	BufferBindingLayout	2261	webgpu:wagyu:webgpu_cpp	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/webgpu/wagyu-port/include/webgpu/webgpu_cpp.h	wgpu::BindGroupLayoutEntry	6	sampler	SamplerBindingLayout	2262	webgpu:wagyu:webgpu_cpp	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/webgpu/wagyu-port/include/webgpu/webgpu_cpp.h	wgpu::BindGroupLayoutEntry	7	texture	TextureBindingLayout	2263	webgpu:wagyu:webgpu_cpp	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/webgpu/wagyu-port/include/webgpu/webgpu_cpp.h	wgpu::BindGroupLayoutEntry	8	storageTexture	StorageTextureBindingLayout	2264	webgpu:wagyu:webgpu_cpp	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/webgpu/wagyu-port/include/webgpu/webgpu_cpp.h	wgpu::BlendComponent	1	operation	BlendOperation	1775	webgpu:wagyu:webgpu_cpp	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/webgpu/wagyu-port/include/webgpu/webgpu_cpp.h	wgpu::BlendComponent	2	srcFactor	BlendFactor	1776	webgpu:wagyu:webgpu_cpp	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/webgpu/wagyu-port/include/webgpu/webgpu_cpp.h	wgpu::BlendComponent	3	dstFactor	BlendFactor	1777	webgpu:wagyu:webgpu_cpp	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/webgpu/wagyu-port/include/webgpu/webgpu_cpp.h	wgpu::BlendState	1	color	BlendComponent	2270	webgpu:wagyu:webgpu_cpp	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/webgpu/wagyu-port/include/webgpu/webgpu_cpp.h	wgpu::BlendState	2	alpha	BlendComponent	2271	webgpu:wagyu:webgpu_cpp	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/webgpu/wagyu-port/include/webgpu/webgpu_cpp.h	wgpu::Bool	1	mValue	WGPUBool	806	webgpu:wagyu:webgpu_cpp	native-handle-review-required
webgpu	webgpu-wagyu-v1	renderer/src/webgpu/wagyu-port/include/webgpu/webgpu_cpp.h	wgpu::BufferBindingLayout	1	nextInChain	const ChainedStruct *	1783	webgpu:wagyu:webgpu_cpp	borrow-or-pointer-review-required
webgpu	webgpu-wagyu-v1	renderer/src/webgpu/wagyu-port/include/webgpu/webgpu_cpp.h	wgpu::BufferBindingLayout	2	type	BufferBindingType	1784	webgpu:wagyu:webgpu_cpp	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/webgpu/wagyu-port/include/webgpu/webgpu_cpp.h	wgpu::BufferBindingLayout	3	hasDynamicOffset	Bool	1785	webgpu:wagyu:webgpu_cpp	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/webgpu/wagyu-port/include/webgpu/webgpu_cpp.h	wgpu::BufferBindingLayout	4	minBindingSize	uint64_t	1786	webgpu:wagyu:webgpu_cpp	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/webgpu/wagyu-port/include/webgpu/webgpu_cpp.h	wgpu::BufferDescriptor	1	nextInChain	const ChainedStruct *	1792	webgpu:wagyu:webgpu_cpp	borrow-or-pointer-review-required
webgpu	webgpu-wagyu-v1	renderer/src/webgpu/wagyu-port/include/webgpu/webgpu_cpp.h	wgpu::BufferDescriptor	2	label	StringView	1793	webgpu:wagyu:webgpu_cpp	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/webgpu/wagyu-port/include/webgpu/webgpu_cpp.h	wgpu::BufferDescriptor	3	usage	BufferUsage	1794	webgpu:wagyu:webgpu_cpp	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/webgpu/wagyu-port/include/webgpu/webgpu_cpp.h	wgpu::BufferDescriptor	4	size	uint64_t	1795	webgpu:wagyu:webgpu_cpp	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/webgpu/wagyu-port/include/webgpu/webgpu_cpp.h	wgpu::BufferDescriptor	5	mappedAtCreation	Bool	1796	webgpu:wagyu:webgpu_cpp	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/webgpu/wagyu-port/include/webgpu/webgpu_cpp.h	wgpu::Color	1	r	double	1802	webgpu:wagyu:webgpu_cpp	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/webgpu/wagyu-port/include/webgpu/webgpu_cpp.h	wgpu::Color	2	g	double	1803	webgpu:wagyu:webgpu_cpp	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/webgpu/wagyu-port/include/webgpu/webgpu_cpp.h	wgpu::Color	3	b	double	1804	webgpu:wagyu:webgpu_cpp	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/webgpu/wagyu-port/include/webgpu/webgpu_cpp.h	wgpu::Color	4	a	double	1805	webgpu:wagyu:webgpu_cpp	value-lifetime-review-required
webgpu	webgpu-wagyu-v1	renderer/src/webgpu/wagyu-port/include/webgpu/webgpu_cpp.h	wgpu::ColorTargetState	1	nextInChain	const ChainedStruct *	2476	webgpu:wagyu:webgpu_cpp	borrow-or-pointer-review-required
webgpu	webgpu-wagyu-v1	renderer/src/webgpu/wagyu-port/include/webgpu/webgpu_cpp.h	wgpu::ColorTargetState	2	format	TextureFormat	2477	webgpu:wagyu:webgpu_cpp	value-lifetime-review-required
