version	upstream_sha	upstream_file	dependency_source	resolution_kind	occurrence_count	occurrence_lines	include_tokens	source_unit	dependency_unit	correspondence_owner	correspondence_evidence	unit_edge_status	unit_scc	translation_status	translation_disposition	evidence
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/background_shader_compiler.h	toolchain:Metal/Metal.h	toolchain-header	1	13	Metal/Metal.h	metal-background-shader-compiler	external	-	-	toolchain-boundary	-	verified	provided-by-toolchain	cpp:renderer/src/metal/background_shader_compiler.h:13
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/background_shader_compiler.h	toolchain:queue	toolchain-header	1	10	queue	metal-background-shader-compiler	external	-	-	toolchain-boundary	-	verified	provided-by-toolchain	cpp:renderer/src/metal/background_shader_compiler.h:10
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/background_shader_compiler.h	toolchain:thread	toolchain-header	1	11	thread	metal-background-shader-compiler	external	-	-	toolchain-boundary	-	verified	provided-by-toolchain	cpp:renderer/src/metal/background_shader_compiler.h:11
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/background_shader_compiler.mm	renderer/src/metal/background_shader_compiler.h	campaign-source	1	5	background_shader_compiler.h	metal-background-shader-compiler	metal-background-shader-compiler	-	-	same-unit-source-dependency	-	verified	preserve-source-dependency	cpp:renderer/src/metal/background_shader_compiler.mm:5
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/background_shader_compiler.mm	renderer/src/shaders/advanced_blend.glsl	generated-shader-source	1	11	generated/shaders/advanced_blend.glsl.hpp	metal-background-shader-compiler	metal-shader-source-batch	-	-	also-dispatch-prerequisite	-	verified	preserve-source-dependency	cpp:renderer/src/metal/background_shader_compiler.mm:11
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/background_shader_compiler.mm	renderer/src/shaders/atomic_draw.glsl	generated-shader-source	1	21	generated/shaders/atomic_draw.glsl.hpp	metal-background-shader-compiler	metal-shader-source-batch	-	-	also-dispatch-prerequisite	-	verified	preserve-source-dependency	cpp:renderer/src/metal/background_shader_compiler.mm:21
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/background_shader_compiler.mm	renderer/src/shaders/common.glsl	generated-shader-source	1	10	generated/shaders/common.glsl.hpp	metal-background-shader-compiler	metal-shader-source-batch	-	-	also-dispatch-prerequisite	-	verified	preserve-source-dependency	cpp:renderer/src/metal/background_shader_compiler.mm:10
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/background_shader_compiler.mm	renderer/src/shaders/constants.glsl	generated-shader-source	1	8	generated/shaders/constants.glsl.hpp	metal-background-shader-compiler	metal-shader-source-batch	-	-	also-dispatch-prerequisite	-	verified	preserve-source-dependency	cpp:renderer/src/metal/background_shader_compiler.mm:8
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/background_shader_compiler.mm	renderer/src/shaders/draw_image_mesh.vert	generated-shader-source	1	15	generated/shaders/draw_image_mesh.vert.hpp	metal-background-shader-compiler	metal-shader-source-batch	-	-	also-dispatch-prerequisite	-	verified	preserve-source-dependency	cpp:renderer/src/metal/background_shader_compiler.mm:15
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/background_shader_compiler.mm	renderer/src/shaders/draw_mesh.frag	generated-shader-source	1	16	generated/shaders/draw_mesh.frag.hpp	metal-background-shader-compiler	metal-shader-source-batch	-	-	also-dispatch-prerequisite	-	verified	preserve-source-dependency	cpp:renderer/src/metal/background_shader_compiler.mm:16
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/background_shader_compiler.mm	renderer/src/shaders/draw_path.vert	generated-shader-source	1	13	generated/shaders/draw_path.vert.hpp	metal-background-shader-compiler	metal-shader-source-batch	-	-	also-dispatch-prerequisite	-	verified	preserve-source-dependency	cpp:renderer/src/metal/background_shader_compiler.mm:13
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/background_shader_compiler.mm	renderer/src/shaders/draw_path_common.glsl	generated-shader-source	1	12	generated/shaders/draw_path_common.glsl.hpp	metal-background-shader-compiler	metal-shader-source-batch	-	-	also-dispatch-prerequisite	-	verified	preserve-source-dependency	cpp:renderer/src/metal/background_shader_compiler.mm:12
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/background_shader_compiler.mm	renderer/src/shaders/draw_raster_order_path.frag	generated-shader-source	1	14	generated/shaders/draw_raster_order_path.frag.hpp	metal-background-shader-compiler	metal-shader-source-batch	-	-	also-dispatch-prerequisite	-	verified	preserve-source-dependency	cpp:renderer/src/metal/background_shader_compiler.mm:14
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/background_shader_compiler.mm	renderer/src/shaders/flush_uniforms.glsl	generated-shader-source	1	9	generated/shaders/flush_uniforms.glsl.hpp	metal-background-shader-compiler	metal-shader-source-batch	-	-	also-dispatch-prerequisite	-	verified	preserve-source-dependency	cpp:renderer/src/metal/background_shader_compiler.mm:9
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/background_shader_compiler.mm	renderer/src/shaders/metal.glsl	generated-shader-source	1	7	generated/shaders/metal.glsl.hpp	metal-background-shader-compiler	metal-shader-source-batch	-	-	also-dispatch-prerequisite	-	verified	preserve-source-dependency	cpp:renderer/src/metal/background_shader_compiler.mm:7
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/background_shader_compiler.mm	toolchain:sstream	toolchain-header	1	24	sstream	metal-background-shader-compiler	external	-	-	toolchain-boundary	-	verified	provided-by-toolchain	cpp:renderer/src/metal/background_shader_compiler.mm:24
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/render_context_metal_impl.mm	decoders/include/rive/decoders/astc_footprints.hpp	campaign-source	1	7	rive/decoders/astc_footprints.hpp	metal-render-context-implementation	generic-astc-footprints	-	-	source-only-dependency	-	verified	preserve-source-dependency	cpp:renderer/src/metal/render_context_metal_impl.mm:7
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/render_context_metal_impl.mm	renderer/include/rive/renderer/buffer_ring.hpp	campaign-source	1	10	rive/renderer/buffer_ring.hpp	metal-render-context-implementation	generic-buffer-ring	-	-	also-dispatch-prerequisite	-	verified	preserve-source-dependency	cpp:renderer/src/metal/render_context_metal_impl.mm:10
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/render_context_metal_impl.mm	renderer/include/rive/renderer/metal/render_context_metal_impl.h	campaign-source	1	5	rive/renderer/metal/render_context_metal_impl.h	metal-render-context-implementation	metal-render-context-api	-	-	also-dispatch-prerequisite	-	verified	preserve-source-dependency	cpp:renderer/src/metal/render_context_metal_impl.mm:5
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/render_context_metal_impl.mm	renderer/include/rive/renderer/ore/ore_context_metal.hpp	campaign-source	1	13	rive/renderer/ore/ore_context_metal.hpp	metal-render-context-implementation	ore-context-render-pass	-	-	also-dispatch-prerequisite	-	verified	preserve-source-dependency	cpp:renderer/src/metal/render_context_metal_impl.mm:13
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/render_context_metal_impl.mm	renderer/include/rive/renderer/render_canvas.hpp	campaign-source	1	12	rive/renderer/render_canvas.hpp	metal-render-context-implementation	generic-render-canvas	-	-	also-dispatch-prerequisite	-	verified	preserve-source-dependency	cpp:renderer/src/metal/render_context_metal_impl.mm:12
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/render_context_metal_impl.mm	renderer/include/rive/renderer/rive_render_buffer.hpp	campaign-source	1	16	rive/renderer/rive_render_buffer.hpp	metal-render-context-implementation	generic-rive-render-buffer	-	-	also-dispatch-prerequisite	-	verified	preserve-source-dependency	cpp:renderer/src/metal/render_context_metal_impl.mm:16
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/render_context_metal_impl.mm	renderer/include/rive/renderer/texture.hpp	campaign-source	1	15	rive/renderer/texture.hpp	metal-render-context-implementation	generic-texture-image	-	-	also-dispatch-prerequisite	-	verified	preserve-source-dependency	cpp:renderer/src/metal/render_context_metal_impl.mm:15
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/render_context_metal_impl.mm	renderer/src/metal/background_shader_compiler.h	campaign-source	1	9	background_shader_compiler.h	metal-render-context-implementation	metal-background-shader-compiler	-	-	also-dispatch-prerequisite	-	verified	preserve-source-dependency	cpp:renderer/src/metal/render_context_metal_impl.mm:9
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/render_context_metal_impl.mm	renderer/src/shaders/Makefile	generated-shader-artifact	7	30,32,34,36,38,40,42	generated/shaders/rive_pls_ios.metallib.c;generated/shaders/rive_pls_ios_simulator.metallib.c;generated/shaders/rive_pls_macosx.metallib.c;generated/shaders/rive_renderer_appletvos.metallib.c;generated/shaders/rive_renderer_appletvsimulator.metallib.c;generated/shaders/rive_renderer_xros.metallib.c;generated/shaders/rive_renderer_xros_simulator.metallib.c	metal-render-context-implementation	metal-shader-source-batch	-	-	also-dispatch-prerequisite	-	verified	preserve-source-dependency	cpp:renderer/src/metal/render_context_metal_impl.mm:30;cpp:renderer/src/metal/render_context_metal_impl.mm:32;cpp:renderer/src/metal/render_context_metal_impl.mm:34;cpp:renderer/src/metal/render_context_metal_impl.mm:36;cpp:renderer/src/metal/render_context_metal_impl.mm:38;cpp:renderer/src/metal/render_context_metal_impl.mm:40;cpp:renderer/src/metal/render_context_metal_impl.mm:42
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/render_context_metal_impl.mm	renderer/src/shaders/color_ramp.glsl	generated-shader-source	1	20	generated/shaders/color_ramp.glsl.exports.h	metal-render-context-implementation	metal-shader-source-batch	-	-	also-dispatch-prerequisite	-	verified	preserve-source-dependency	cpp:renderer/src/metal/render_context_metal_impl.mm:20
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/render_context_metal_impl.mm	renderer/src/shaders/constants.glsl	campaign-source	1	17	shaders/constants.glsl	metal-render-context-implementation	metal-shader-source-batch	-	-	also-dispatch-prerequisite	-	verified	preserve-source-dependency	cpp:renderer/src/metal/render_context_metal_impl.mm:17
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/render_context_metal_impl.mm	renderer/src/shaders/tessellate.glsl	generated-shader-source	1	21	generated/shaders/tessellate.glsl.exports.h	metal-render-context-implementation	metal-shader-source-batch	-	-	also-dispatch-prerequisite	-	verified	preserve-source-dependency	cpp:renderer/src/metal/render_context_metal_impl.mm:21
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/render_context_metal_impl.mm	toolchain:mach-o/arch.h	toolchain-header	1	24	mach-o/arch.h	metal-render-context-implementation	external	-	-	toolchain-boundary	-	verified	provided-by-toolchain	cpp:renderer/src/metal/render_context_metal_impl.mm:24
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/render_context_metal_impl.mm	toolchain:sstream	toolchain-header	1	18	sstream	metal-render-context-implementation	external	-	-	toolchain-boundary	-	verified	provided-by-toolchain	cpp:renderer/src/metal/render_context_metal_impl.mm:18
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/ore/metal/ore_bind_group_metal.hpp	renderer/include/rive/renderer/ore/ore_bind_group.hpp	campaign-source	1	2	rive/renderer/ore/ore_bind_group.hpp	ore-bind-group	ore-bind-group	-	-	same-unit-source-dependency	unit-scc-01	verified	preserve-source-dependency	cpp:renderer/src/ore/metal/ore_bind_group_metal.hpp:2
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/ore/metal/ore_bind_group_metal.hpp	renderer/include/rive/renderer/ore/ore_binding_map.hpp	campaign-source	1	3	rive/renderer/ore/ore_binding_map.hpp	ore-bind-group	ore-binding-map	-	-	also-dispatch-prerequisite	-	verified	preserve-source-dependency	cpp:renderer/src/ore/metal/ore_bind_group_metal.hpp:3
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/ore/metal/ore_bind_group_metal.hpp	toolchain:Metal/Metal.h	toolchain-header	1	4	Metal/Metal.h	ore-bind-group	external	-	-	toolchain-boundary	-	verified	provided-by-toolchain	cpp:renderer/src/ore/metal/ore_bind_group_metal.hpp:4
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/ore/metal/ore_bind_group_metal.hpp	toolchain:vector	toolchain-header	1	5	vector	ore-bind-group	external	-	-	toolchain-boundary	-	verified	provided-by-toolchain	cpp:renderer/src/ore/metal/ore_bind_group_metal.hpp:5
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/ore/metal/ore_bind_group_metal.mm	renderer/src/ore/metal/ore_bind_group_metal.hpp	campaign-source	1	5	ore_bind_group_metal.hpp	ore-bind-group	ore-bind-group	-	-	same-unit-source-dependency	unit-scc-01	verified	preserve-source-dependency	cpp:renderer/src/ore/metal/ore_bind_group_metal.mm:5
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/ore/metal/ore_buffer_metal.hpp	renderer/include/rive/renderer/ore/ore_buffer.hpp	campaign-source	1	2	rive/renderer/ore/ore_buffer.hpp	ore-buffer	ore-buffer	-	-	same-unit-source-dependency	unit-scc-01	verified	preserve-source-dependency	cpp:renderer/src/ore/metal/ore_buffer_metal.hpp:2
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/ore/metal/ore_buffer_metal.hpp	toolchain:Metal/Metal.h	toolchain-header	1	3	Metal/Metal.h	ore-buffer	external	-	-	toolchain-boundary	-	verified	provided-by-toolchain	cpp:renderer/src/ore/metal/ore_buffer_metal.hpp:3
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/ore/metal/ore_buffer_metal.hpp	toolchain:string	toolchain-header	1	4	string	ore-buffer	external	-	-	toolchain-boundary	-	verified	provided-by-toolchain	cpp:renderer/src/ore/metal/ore_buffer_metal.hpp:4
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/ore/metal/ore_buffer_metal.hpp	toolchain:vector	toolchain-header	1	5	vector	ore-buffer	external	-	-	toolchain-boundary	-	verified	provided-by-toolchain	cpp:renderer/src/ore/metal/ore_buffer_metal.hpp:5
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/ore/metal/ore_buffer_metal.mm	include/rive/rive_types.hpp	campaign-source	1	7	rive/rive_types.hpp	ore-buffer	generic-rive-types	-	-	source-only-dependency	-	verified	preserve-source-dependency	cpp:renderer/src/ore/metal/ore_buffer_metal.mm:7
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/ore/metal/ore_buffer_metal.mm	renderer/include/rive/renderer/ore/ore_context_metal.hpp	campaign-source	1	6	rive/renderer/ore/ore_context_metal.hpp	ore-buffer	ore-context-render-pass	-	-	source-only-dependency	unit-scc-01	verified	preserve-source-dependency	cpp:renderer/src/ore/metal/ore_buffer_metal.mm:6
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/ore/metal/ore_buffer_metal.mm	renderer/src/ore/metal/ore_buffer_metal.hpp	campaign-source	1	5	ore_buffer_metal.hpp	ore-buffer	ore-buffer	-	-	same-unit-source-dependency	unit-scc-01	verified	preserve-source-dependency	cpp:renderer/src/ore/metal/ore_buffer_metal.mm:5
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/ore/metal/ore_buffer_metal.mm	toolchain:Metal/Metal.h	toolchain-header	1	9	Metal/Metal.h	ore-buffer	external	-	-	toolchain-boundary	-	verified	provided-by-toolchain	cpp:renderer/src/ore/metal/ore_buffer_metal.mm:9
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/ore/metal/ore_context_metal.mm	include/rive/rive_types.hpp	campaign-source	1	15	rive/rive_types.hpp	ore-context-render-pass	generic-rive-types	-	-	source-only-dependency	-	verified	preserve-source-dependency	cpp:renderer/src/ore/metal/ore_context_metal.mm:15
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/ore/metal/ore_context_metal.mm	renderer/include/rive/renderer/metal/render_context_metal_impl.h	campaign-source	1	14	rive/renderer/metal/render_context_metal_impl.h	ore-context-render-pass	metal-render-context-api	-	-	source-only-dependency	unit-scc-01	verified	preserve-source-dependency	cpp:renderer/src/ore/metal/ore_context_metal.mm:14
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/ore/metal/ore_context_metal.mm	renderer/include/rive/renderer/ore/ore_context_metal.hpp	campaign-source	1	5	rive/renderer/ore/ore_context_metal.hpp	ore-context-render-pass	ore-context-render-pass	-	-	same-unit-source-dependency	unit-scc-01	verified	preserve-source-dependency	cpp:renderer/src/ore/metal/ore_context_metal.mm:5
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/ore/metal/ore_context_metal.mm	renderer/include/rive/renderer/render_canvas.hpp	campaign-source	1	13	rive/renderer/render_canvas.hpp	ore-context-render-pass	generic-render-canvas	-	-	source-only-dependency	-	verified	preserve-source-dependency	cpp:renderer/src/ore/metal/ore_context_metal.mm:13
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/ore/metal/ore_context_metal.mm	renderer/src/ore/metal/ore_bind_group_metal.hpp	campaign-source	1	6	ore_bind_group_metal.hpp	ore-context-render-pass	ore-bind-group	-	-	also-dispatch-prerequisite	unit-scc-01	verified	preserve-source-dependency	cpp:renderer/src/ore/metal/ore_context_metal.mm:6
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/ore/metal/ore_context_metal.mm	renderer/src/ore/metal/ore_buffer_metal.hpp	campaign-source	1	7	ore_buffer_metal.hpp	ore-context-render-pass	ore-buffer	-	-	also-dispatch-prerequisite	unit-scc-01	verified	preserve-source-dependency	cpp:renderer/src/ore/metal/ore_context_metal.mm:7
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/ore/metal/ore_context_metal.mm	renderer/src/ore/metal/ore_pipeline_metal.hpp	campaign-source	1	8	ore_pipeline_metal.hpp	ore-context-render-pass	ore-pipeline	-	-	also-dispatch-prerequisite	-	verified	preserve-source-dependency	cpp:renderer/src/ore/metal/ore_context_metal.mm:8
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/ore/metal/ore_context_metal.mm	renderer/src/ore/metal/ore_render_pass_metal.hpp	campaign-source	1	9	ore_render_pass_metal.hpp	ore-context-render-pass	ore-context-render-pass	-	-	same-unit-source-dependency	unit-scc-01	verified	preserve-source-dependency	cpp:renderer/src/ore/metal/ore_context_metal.mm:9
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/ore/metal/ore_context_metal.mm	renderer/src/ore/metal/ore_sampler_metal.hpp	campaign-source	1	10	ore_sampler_metal.hpp	ore-context-render-pass	ore-sampler	-	-	also-dispatch-prerequisite	-	verified	preserve-source-dependency	cpp:renderer/src/ore/metal/ore_context_metal.mm:10
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/ore/metal/ore_context_metal.mm	renderer/src/ore/metal/ore_shader_module_metal.hpp	campaign-source	1	11	ore_shader_module_metal.hpp	ore-context-render-pass	ore-shader-module	-	-	also-dispatch-prerequisite	-	verified	preserve-source-dependency	cpp:renderer/src/ore/metal/ore_context_metal.mm:11
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/ore/metal/ore_context_metal.mm	renderer/src/ore/metal/ore_texture_metal.hpp	campaign-source	1	12	ore_texture_metal.hpp	ore-context-render-pass	ore-texture	-	-	also-dispatch-prerequisite	-	verified	preserve-source-dependency	cpp:renderer/src/ore/metal/ore_context_metal.mm:12
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/ore/metal/ore_context_metal.mm	toolchain:Metal/Metal.h	toolchain-header	1	19	Metal/Metal.h	ore-context-render-pass	external	-	-	toolchain-boundary	-	verified	provided-by-toolchain	cpp:renderer/src/ore/metal/ore_context_metal.mm:19
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/ore/metal/ore_context_metal.mm	toolchain:string	toolchain-header	1	17	string	ore-context-render-pass	external	-	-	toolchain-boundary	-	verified	provided-by-toolchain	cpp:renderer/src/ore/metal/ore_context_metal.mm:17
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/ore/metal/ore_pipeline_metal.hpp	renderer/include/rive/renderer/ore/ore_pipeline.hpp	campaign-source	1	2	rive/renderer/ore/ore_pipeline.hpp	ore-pipeline	ore-pipeline	-	-	same-unit-source-dependency	-	verified	preserve-source-dependency	cpp:renderer/src/ore/metal/ore_pipeline_metal.hpp:2
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/ore/metal/ore_pipeline_metal.hpp	toolchain:Metal/Metal.h	toolchain-header	1	3	Metal/Metal.h	ore-pipeline	external	-	-	toolchain-boundary	-	verified	provided-by-toolchain	cpp:renderer/src/ore/metal/ore_pipeline_metal.hpp:3
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/ore/metal/ore_pipeline_metal.mm	renderer/src/ore/metal/ore_pipeline_metal.hpp	campaign-source	1	5	ore_pipeline_metal.hpp	ore-pipeline	ore-pipeline	-	-	same-unit-source-dependency	-	verified	preserve-source-dependency	cpp:renderer/src/ore/metal/ore_pipeline_metal.mm:5
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/ore/metal/ore_render_pass_metal.hpp	include/rive/refcnt.hpp	campaign-source	1	4	rive/refcnt.hpp	ore-context-render-pass	generic-refcnt	-	-	source-only-dependency	-	verified	preserve-source-dependency	cpp:renderer/src/ore/metal/ore_render_pass_metal.hpp:4
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/ore/metal/ore_render_pass_metal.hpp	renderer/include/rive/renderer/ore/ore_pipeline.hpp	campaign-source	1	3	rive/renderer/ore/ore_pipeline.hpp	ore-context-render-pass	ore-pipeline	-	-	also-dispatch-prerequisite	-	verified	preserve-source-dependency	cpp:renderer/src/ore/metal/ore_render_pass_metal.hpp:3
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/ore/metal/ore_render_pass_metal.hpp	renderer/include/rive/renderer/ore/ore_render_pass.hpp	campaign-source	1	2	rive/renderer/ore/ore_render_pass.hpp	ore-context-render-pass	ore-context-render-pass	-	-	same-unit-source-dependency	unit-scc-01	verified	preserve-source-dependency	cpp:renderer/src/ore/metal/ore_render_pass_metal.hpp:2
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/ore/metal/ore_render_pass_metal.hpp	toolchain:Metal/Metal.h	toolchain-header	1	6	Metal/Metal.h	ore-context-render-pass	external	-	-	toolchain-boundary	-	verified	provided-by-toolchain	cpp:renderer/src/ore/metal/ore_render_pass_metal.hpp:6
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/ore/metal/ore_render_pass_metal.mm	include/rive/rive_types.hpp	campaign-source	1	10	rive/rive_types.hpp	ore-context-render-pass	generic-rive-types	-	-	source-only-dependency	-	verified	preserve-source-dependency	cpp:renderer/src/ore/metal/ore_render_pass_metal.mm:10
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/ore/metal/ore_render_pass_metal.mm	renderer/include/rive/renderer/ore/ore_context_metal.hpp	campaign-source	1	9	rive/renderer/ore/ore_context_metal.hpp	ore-context-render-pass	ore-context-render-pass	-	-	same-unit-source-dependency	unit-scc-01	verified	preserve-source-dependency	cpp:renderer/src/ore/metal/ore_render_pass_metal.mm:9
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/ore/metal/ore_render_pass_metal.mm	renderer/src/ore/metal/ore_bind_group_metal.hpp	campaign-source	1	8	ore_bind_group_metal.hpp	ore-context-render-pass	ore-bind-group	-	-	also-dispatch-prerequisite	unit-scc-01	verified	preserve-source-dependency	cpp:renderer/src/ore/metal/ore_render_pass_metal.mm:8
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/ore/metal/ore_render_pass_metal.mm	renderer/src/ore/metal/ore_buffer_metal.hpp	campaign-source	1	6	ore_buffer_metal.hpp	ore-context-render-pass	ore-buffer	-	-	also-dispatch-prerequisite	unit-scc-01	verified	preserve-source-dependency	cpp:renderer/src/ore/metal/ore_render_pass_metal.mm:6
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/ore/metal/ore_render_pass_metal.mm	renderer/src/ore/metal/ore_pipeline_metal.hpp	campaign-source	1	7	ore_pipeline_metal.hpp	ore-context-render-pass	ore-pipeline	-	-	also-dispatch-prerequisite	-	verified	preserve-source-dependency	cpp:renderer/src/ore/metal/ore_render_pass_metal.mm:7
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/ore/metal/ore_render_pass_metal.mm	renderer/src/ore/metal/ore_render_pass_metal.hpp	campaign-source	1	5	ore_render_pass_metal.hpp	ore-context-render-pass	ore-context-render-pass	-	-	same-unit-source-dependency	unit-scc-01	verified	preserve-source-dependency	cpp:renderer/src/ore/metal/ore_render_pass_metal.mm:5
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/ore/metal/ore_render_pass_metal.mm	toolchain:Metal/Metal.h	toolchain-header	1	12	Metal/Metal.h	ore-context-render-pass	external	-	-	toolchain-boundary	-	verified	provided-by-toolchain	cpp:renderer/src/ore/metal/ore_render_pass_metal.mm:12
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/ore/metal/ore_sampler_metal.hpp	renderer/include/rive/renderer/ore/ore_sampler.hpp	campaign-source	1	2	rive/renderer/ore/ore_sampler.hpp	ore-sampler	ore-sampler	-	-	same-unit-source-dependency	-	verified	preserve-source-dependency	cpp:renderer/src/ore/metal/ore_sampler_metal.hpp:2
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/ore/metal/ore_sampler_metal.hpp	toolchain:Metal/Metal.h	toolchain-header	1	3	Metal/Metal.h	ore-sampler	external	-	-	toolchain-boundary	-	verified	provided-by-toolchain	cpp:renderer/src/ore/metal/ore_sampler_metal.hpp:3
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/ore/metal/ore_sampler_metal.mm	renderer/src/ore/metal/ore_sampler_metal.hpp	campaign-source	1	5	ore_sampler_metal.hpp	ore-sampler	ore-sampler	-	-	same-unit-source-dependency	-	verified	preserve-source-dependency	cpp:renderer/src/ore/metal/ore_sampler_metal.mm:5
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/ore/metal/ore_shader_module_metal.hpp	renderer/include/rive/renderer/ore/ore_shader_module.hpp	campaign-source	1	2	rive/renderer/ore/ore_shader_module.hpp	ore-shader-module	ore-shader-module	-	-	same-unit-source-dependency	-	verified	preserve-source-dependency	cpp:renderer/src/ore/metal/ore_shader_module_metal.hpp:2
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/ore/metal/ore_shader_module_metal.hpp	toolchain:Metal/Metal.h	toolchain-header	1	3	Metal/Metal.h	ore-shader-module	external	-	-	toolchain-boundary	-	verified	provided-by-toolchain	cpp:renderer/src/ore/metal/ore_shader_module_metal.hpp:3
