version	upstream_sha	upstream_file	dependency_source	resolution_kind	occurrence_count	occurrence_lines	include_tokens	source_unit	dependency_unit	correspondence_owner	correspondence_evidence	unit_edge_status	unit_scc	translation_status	translation_disposition	evidence
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/ore/metal/ore_shader_module_metal.mm	renderer/src/ore/metal/ore_shader_module_metal.hpp	campaign-source	1	5	ore_shader_module_metal.hpp	ore-shader-module	ore-shader-module	-	-	same-unit-source-dependency	-	verified	preserve-source-dependency	cpp:renderer/src/ore/metal/ore_shader_module_metal.mm:5
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/ore/metal/ore_texture_metal.hpp	renderer/include/rive/renderer/ore/ore_texture.hpp	campaign-source	1	2	rive/renderer/ore/ore_texture.hpp	ore-texture	ore-texture	-	-	same-unit-source-dependency	-	verified	preserve-source-dependency	cpp:renderer/src/ore/metal/ore_texture_metal.hpp:2
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/ore/metal/ore_texture_metal.hpp	toolchain:Metal/Metal.h	toolchain-header	1	3	Metal/Metal.h	ore-texture	external	-	-	toolchain-boundary	-	verified	provided-by-toolchain	cpp:renderer/src/ore/metal/ore_texture_metal.hpp:3
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/ore/metal/ore_texture_metal.mm	include/rive/rive_types.hpp	campaign-source	1	6	rive/rive_types.hpp	ore-texture	generic-rive-types	-	-	source-only-dependency	-	verified	preserve-source-dependency	cpp:renderer/src/ore/metal/ore_texture_metal.mm:6
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/ore/metal/ore_texture_metal.mm	renderer/src/ore/metal/ore_texture_metal.hpp	campaign-source	1	5	ore_texture_metal.hpp	ore-texture	ore-texture	-	-	same-unit-source-dependency	-	verified	preserve-source-dependency	cpp:renderer/src/ore/metal/ore_texture_metal.mm:5
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/ore/metal/ore_texture_metal.mm	toolchain:Metal/Metal.h	toolchain-header	1	8	Metal/Metal.h	ore-texture	external	-	-	toolchain-boundary	-	verified	provided-by-toolchain	cpp:renderer/src/ore/metal/ore_texture_metal.mm:8
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/ore/ore_bind_group_layout.cpp	renderer/include/rive/renderer/ore/ore_bind_group_layout.hpp	campaign-source	1	5	rive/renderer/ore/ore_bind_group_layout.hpp	ore-bind-group-layout	ore-bind-group-layout	-	-	same-unit-source-dependency	-	verified	preserve-source-dependency	cpp:renderer/src/ore/ore_bind_group_layout.cpp:5
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/ore/ore_bind_group_layout.cpp	renderer/include/rive/renderer/ore/ore_binding_map.hpp	campaign-source	1	6	rive/renderer/ore/ore_binding_map.hpp	ore-bind-group-layout	ore-binding-map	-	-	also-dispatch-prerequisite	-	verified	preserve-source-dependency	cpp:renderer/src/ore/ore_bind_group_layout.cpp:6
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/ore/ore_bind_group_layout.cpp	toolchain:sstream	toolchain-header	1	8	sstream	ore-bind-group-layout	external	-	-	toolchain-boundary	-	verified	provided-by-toolchain	cpp:renderer/src/ore/ore_bind_group_layout.cpp:8
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/ore/ore_binding_map.cpp	renderer/include/rive/renderer/ore/ore_binding_map.hpp	campaign-source	1	5	rive/renderer/ore/ore_binding_map.hpp	ore-binding-map	ore-binding-map	-	-	same-unit-source-dependency	-	verified	preserve-source-dependency	cpp:renderer/src/ore/ore_binding_map.cpp:5
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/ore/ore_binding_map.cpp	toolchain:algorithm	toolchain-header	1	7	algorithm	ore-binding-map	external	-	-	toolchain-boundary	-	verified	provided-by-toolchain	cpp:renderer/src/ore/ore_binding_map.cpp:7
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/ore/ore_binding_map.cpp	toolchain:cstring	toolchain-header	1	8	cstring	ore-binding-map	external	-	-	toolchain-boundary	-	verified	provided-by-toolchain	cpp:renderer/src/ore/ore_binding_map.cpp:8
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/render_context.cpp	decoders/include/rive/decoders/bitmap_decoder.hpp	upstream-global-source	1	26	rive/decoders/bitmap_decoder.hpp	generic-render-context-implementation	existing-rust:crates/nuxie-image-codec/src/lib.rs	crates/nuxie-image-codec/src/lib.rs	rust:crates/nuxie-image-codec/src/lib.rs:1-1001	existing-rust-correspondence	-	verified	reuse-exact-existing-rust-correspondence	cpp:renderer/src/render_context.cpp:26
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/render_context.cpp	include/rive/decoders/decode_ktx2.hpp	upstream-global-source	1	30	rive/decoders/decode_ktx2.hpp	generic-render-context-implementation	existing-rust:crates/nuxie-image-codec/src/lib.rs	crates/nuxie-image-codec/src/lib.rs	rust:crates/nuxie-image-codec/src/lib.rs:1-1001	existing-rust-correspondence	-	verified	reuse-exact-existing-rust-correspondence	cpp:renderer/src/render_context.cpp:30
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/render_context.cpp	include/rive/gpu_texture_format.hpp	campaign-source	1	17	rive/gpu_texture_format.hpp	generic-render-context-implementation	generic-gpu-texture-format	-	-	also-dispatch-prerequisite	-	verified	preserve-source-dependency	cpp:renderer/src/render_context.cpp:17
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/render_context.cpp	include/rive/profiler/profiler_macros.h	upstream-global-source	1	19	rive/profiler/profiler_macros.h	generic-render-context-implementation	existing-rust:crates/nuxie-renderer/src/lib.rs	crates/nuxie-renderer/src/lib.rs	rust:crates/nuxie-renderer/src/lib.rs:1-26858	existing-rust-correspondence	-	verified	reuse-exact-existing-rust-correspondence	cpp:renderer/src/render_context.cpp:19
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/render_context.cpp	renderer/include/rive/renderer/draw.hpp	campaign-source	1	11	rive/renderer/draw.hpp	generic-render-context-implementation	generic-render-context-implementation	-	-	same-unit-source-dependency	unit-scc-01	verified	preserve-source-dependency	cpp:renderer/src/render_context.cpp:11
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/render_context.cpp	renderer/include/rive/renderer/render_canvas.hpp	campaign-source	1	13	rive/renderer/render_canvas.hpp	generic-render-context-implementation	generic-render-canvas	-	-	also-dispatch-prerequisite	-	verified	preserve-source-dependency	cpp:renderer/src/render_context.cpp:13
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/render_context.cpp	renderer/include/rive/renderer/render_context.hpp	campaign-source	1	5	rive/renderer/render_context.hpp	generic-render-context-implementation	generic-render-context-contract	-	-	also-dispatch-prerequisite	unit-scc-01	verified	preserve-source-dependency	cpp:renderer/src/render_context.cpp:5
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/render_context.cpp	renderer/include/rive/renderer/render_context_impl.hpp	campaign-source	1	16	rive/renderer/render_context_impl.hpp	generic-render-context-implementation	generic-render-context-impl-contract	-	-	also-dispatch-prerequisite	unit-scc-01	verified	preserve-source-dependency	cpp:renderer/src/render_context.cpp:16
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/render_context.cpp	renderer/include/rive/renderer/rive_render_image.hpp	campaign-source	1	15	rive/renderer/rive_render_image.hpp	generic-render-context-implementation	generic-texture-image	-	-	also-dispatch-prerequisite	-	verified	preserve-source-dependency	cpp:renderer/src/render_context.cpp:15
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/render_context.cpp	renderer/include/rive/renderer/stack_vector.hpp	upstream-global-source	1	18	rive/renderer/stack_vector.hpp	generic-render-context-implementation	existing-rust:crates/nuxie-renderer/src/logical_frame.rs	crates/nuxie-renderer/src/logical_frame.rs	rust:crates/nuxie-renderer/src/logical_frame.rs:1-4904	existing-rust-correspondence	-	verified	reuse-exact-existing-rust-correspondence	cpp:renderer/src/render_context.cpp:18
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/render_context.cpp	renderer/src/gr_inner_fan_triangulator.hpp	upstream-global-source	1	7	gr_inner_fan_triangulator.hpp	generic-render-context-implementation	existing-rust:crates/nuxie-renderer/src/gr_triangulator.rs	crates/nuxie-renderer/src/gr_triangulator.rs	rust:crates/nuxie-renderer/src/gr_triangulator.rs:1-2591	existing-rust-correspondence	-	verified	reuse-exact-existing-rust-correspondence	cpp:renderer/src/render_context.cpp:7
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/render_context.cpp	renderer/src/gradient.hpp	campaign-source	1	9	gradient.hpp	generic-render-context-implementation	generic-gradient	-	-	source-only-dependency	-	verified	preserve-source-dependency	cpp:renderer/src/render_context.cpp:9
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/render_context.cpp	renderer/src/intersection_board.hpp	upstream-global-source	1	8	intersection_board.hpp	generic-render-context-implementation	existing-rust:crates/nuxie-renderer/src/intersection_board.rs	crates/nuxie-renderer/src/intersection_board.rs	rust:crates/nuxie-renderer/src/intersection_board.rs:1-1216	existing-rust-correspondence	-	verified	reuse-exact-existing-rust-correspondence	cpp:renderer/src/render_context.cpp:8
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/render_context.cpp	renderer/src/rive_render_paint.hpp	campaign-source	1	10	rive_render_paint.hpp	generic-render-context-implementation	generic-rive-render-paint	-	-	source-only-dependency	-	verified	preserve-source-dependency	cpp:renderer/src/render_context.cpp:10
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/render_context.cpp	renderer/src/shaders/constants.glsl	campaign-source	1	21	shaders/constants.glsl	generic-render-context-implementation	metal-shader-source-batch	-	-	source-only-dependency	-	verified	preserve-source-dependency	cpp:renderer/src/render_context.cpp:21
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/render_context.cpp	renderer/src/sort_key_builder.hpp	upstream-global-source	1	33	sort_key_builder.hpp	generic-render-context-implementation	existing-rust:crates/nuxie-renderer/src/logical_frame.rs	crates/nuxie-renderer/src/logical_frame.rs	rust:crates/nuxie-renderer/src/logical_frame.rs:1-4904	existing-rust-correspondence	-	verified	reuse-exact-existing-rust-correspondence	cpp:renderer/src/render_context.cpp:33
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/render_context.cpp	toolchain:string_view	toolchain-header	1	23	string_view	generic-render-context-implementation	external	-	-	toolchain-boundary	-	verified	provided-by-toolchain	cpp:renderer/src/render_context.cpp:23
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/render_context_helper_impl.cpp	decoders/include/rive/decoders/bitmap_decoder.hpp	upstream-global-source	1	11	rive/decoders/bitmap_decoder.hpp	generic-render-context-helper	existing-rust:crates/nuxie-image-codec/src/lib.rs	crates/nuxie-image-codec/src/lib.rs	rust:crates/nuxie-image-codec/src/lib.rs:1-1001	existing-rust-correspondence	-	verified	reuse-exact-existing-rust-correspondence	cpp:renderer/src/render_context_helper_impl.cpp:11
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/render_context_helper_impl.cpp	renderer/include/rive/renderer/render_context_helper_impl.hpp	campaign-source	1	5	rive/renderer/render_context_helper_impl.hpp	generic-render-context-helper	generic-render-context-helper	-	-	same-unit-source-dependency	unit-scc-01	verified	preserve-source-dependency	cpp:renderer/src/render_context_helper_impl.cpp:5
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/render_context_helper_impl.cpp	renderer/include/rive/renderer/rive_render_image.hpp	campaign-source	1	7	rive/renderer/rive_render_image.hpp	generic-render-context-helper	generic-texture-image	-	-	also-dispatch-prerequisite	-	verified	preserve-source-dependency	cpp:renderer/src/render_context_helper_impl.cpp:7
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/render_context_helper_impl.cpp	renderer/src/shaders/constants.glsl	campaign-source	1	8	shaders/constants.glsl	generic-render-context-helper	metal-shader-source-batch	-	-	source-only-dependency	-	verified	preserve-source-dependency	cpp:renderer/src/render_context_helper_impl.cpp:8
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/rive_render_factory.cpp	renderer/include/rive/renderer/rive_render_factory.hpp	campaign-source	1	5	rive/renderer/rive_render_factory.hpp	generic-rive-render-factory	generic-rive-render-factory	-	-	same-unit-source-dependency	unit-scc-01	verified	preserve-source-dependency	cpp:renderer/src/rive_render_factory.cpp:5
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/rive_render_factory.cpp	renderer/include/rive/renderer/rive_renderer.hpp	campaign-source	1	9	rive/renderer/rive_renderer.hpp	generic-rive-render-factory	generic-rive-renderer	-	-	also-dispatch-prerequisite	unit-scc-01	verified	preserve-source-dependency	cpp:renderer/src/rive_render_factory.cpp:9
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/rive_render_factory.cpp	renderer/src/gradient.hpp	campaign-source	1	6	gradient.hpp	generic-rive-render-factory	generic-gradient	-	-	also-dispatch-prerequisite	-	verified	preserve-source-dependency	cpp:renderer/src/rive_render_factory.cpp:6
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/rive_render_factory.cpp	renderer/src/rive_render_paint.hpp	campaign-source	1	7	rive_render_paint.hpp	generic-rive-render-factory	generic-rive-render-paint	-	-	also-dispatch-prerequisite	-	verified	preserve-source-dependency	cpp:renderer/src/rive_render_factory.cpp:7
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/rive_render_factory.cpp	renderer/src/rive_render_path.hpp	campaign-source	1	8	rive_render_path.hpp	generic-rive-render-factory	generic-rive-render-path	-	-	also-dispatch-prerequisite	-	verified	preserve-source-dependency	cpp:renderer/src/rive_render_factory.cpp:8
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/rive_render_image.cpp	renderer/include/rive/renderer/rive_render_image.hpp	campaign-source	1	5	rive/renderer/rive_render_image.hpp	generic-texture-image	generic-texture-image	-	-	same-unit-source-dependency	-	verified	preserve-source-dependency	cpp:renderer/src/rive_render_image.cpp:5
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/rive_render_paint.cpp	renderer/src/gradient.hpp	campaign-source	1	6	gradient.hpp	generic-rive-render-paint	generic-gradient	-	-	source-only-dependency	-	verified	preserve-source-dependency	cpp:renderer/src/rive_render_paint.cpp:6
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/rive_render_paint.cpp	renderer/src/rive_render_paint.hpp	campaign-source	1	5	rive_render_paint.hpp	generic-rive-render-paint	generic-rive-render-paint	-	-	same-unit-source-dependency	-	verified	preserve-source-dependency	cpp:renderer/src/rive_render_paint.cpp:5
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/rive_render_paint.hpp	include/rive/renderer.hpp	campaign-source	1	7	rive/renderer.hpp	generic-rive-render-paint	generic-renderer-contract	-	-	also-dispatch-prerequisite	-	verified	preserve-source-dependency	cpp:renderer/src/rive_render_paint.hpp:7
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/rive_render_paint.hpp	renderer/include/rive/renderer/gpu.hpp	campaign-source	1	8	rive/renderer/gpu.hpp	generic-rive-render-paint	generic-gpu-contract	-	-	also-dispatch-prerequisite	-	verified	preserve-source-dependency	cpp:renderer/src/rive_render_paint.hpp:8
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/rive_render_paint.hpp	renderer/include/rive/renderer/texture.hpp	campaign-source	1	9	rive/renderer/texture.hpp	generic-rive-render-paint	generic-texture-image	-	-	also-dispatch-prerequisite	-	verified	preserve-source-dependency	cpp:renderer/src/rive_render_paint.hpp:9
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/rive_render_path.cpp	include/rive/math/bezier_utils.hpp	upstream-global-source	1	7	rive/math/bezier_utils.hpp	generic-rive-render-path	existing-rust:crates/nuxie-renderer/src/draw.rs	crates/nuxie-renderer/src/draw.rs	rust:crates/nuxie-renderer/src/draw.rs:1-4182	existing-rust-correspondence	-	verified	reuse-exact-existing-rust-correspondence	cpp:renderer/src/rive_render_path.cpp:7
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/rive_render_path.cpp	include/rive/math/simd.hpp	upstream-global-source	1	8	rive/math/simd.hpp	generic-rive-render-path	existing-rust:crates/nuxie-renderer/src/gpu.rs	crates/nuxie-renderer/src/gpu.rs	rust:crates/nuxie-renderer/src/gpu.rs:1-1072	existing-rust-correspondence	-	verified	reuse-exact-existing-rust-correspondence	cpp:renderer/src/rive_render_path.cpp:8
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/rive_render_path.cpp	include/rive/profiler/profiler_macros.h	upstream-global-source	1	10	rive/profiler/profiler_macros.h	generic-rive-render-path	existing-rust:crates/nuxie-renderer/src/lib.rs	crates/nuxie-renderer/src/lib.rs	rust:crates/nuxie-renderer/src/lib.rs:1-26858	existing-rust-correspondence	-	verified	reuse-exact-existing-rust-correspondence	cpp:renderer/src/rive_render_path.cpp:10
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/rive_render_path.cpp	renderer/include/rive/renderer/gpu.hpp	campaign-source	1	9	rive/renderer/gpu.hpp	generic-rive-render-path	generic-gpu-contract	-	-	also-dispatch-prerequisite	-	verified	preserve-source-dependency	cpp:renderer/src/rive_render_path.cpp:9
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/rive_render_path.cpp	renderer/src/rive_render_path.hpp	campaign-source	1	5	rive_render_path.hpp	generic-rive-render-path	generic-rive-render-path	-	-	same-unit-source-dependency	-	verified	preserve-source-dependency	cpp:renderer/src/rive_render_path.cpp:5
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/rive_render_path.cpp	renderer/src/shaders/constants.glsl	campaign-source	1	11	shaders/constants.glsl	generic-rive-render-path	metal-shader-source-batch	-	-	also-dispatch-prerequisite	-	verified	preserve-source-dependency	cpp:renderer/src/rive_render_path.cpp:11
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/rive_render_path.hpp	include/rive/math/raw_path.hpp	upstream-global-source	1	7	rive/math/raw_path.hpp	generic-rive-render-path	existing-rust:crates/nuxie-render-api/src/lib.rs	crates/nuxie-render-api/src/lib.rs	rust:crates/nuxie-render-api/src/lib.rs:1-4934	existing-rust-correspondence	-	verified	reuse-exact-existing-rust-correspondence	cpp:renderer/src/rive_render_path.hpp:7
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/rive_render_path.hpp	include/rive/renderer.hpp	campaign-source	1	8	rive/renderer.hpp	generic-rive-render-path	generic-renderer-contract	-	-	also-dispatch-prerequisite	-	verified	preserve-source-dependency	cpp:renderer/src/rive_render_path.hpp:8
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/rive_renderer.cpp	include/rive/math/math_types.hpp	upstream-global-source	1	9	rive/math/math_types.hpp	generic-rive-renderer	existing-rust:crates/nuxie-render-api/src/lib.rs	crates/nuxie-render-api/src/lib.rs	rust:crates/nuxie-render-api/src/lib.rs:1-4934	existing-rust-correspondence	-	verified	reuse-exact-existing-rust-correspondence	cpp:renderer/src/rive_renderer.cpp:9
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/rive_renderer.cpp	include/rive/math/simd.hpp	upstream-global-source	1	10	rive/math/simd.hpp	generic-rive-renderer	existing-rust:crates/nuxie-renderer/src/gpu.rs	crates/nuxie-renderer/src/gpu.rs	rust:crates/nuxie-renderer/src/gpu.rs:1-1072	existing-rust-correspondence	-	verified	reuse-exact-existing-rust-correspondence	cpp:renderer/src/rive_renderer.cpp:10
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/rive_renderer.cpp	include/rive/profiler/profiler_macros.h	upstream-global-source	1	12	rive/profiler/profiler_macros.h	generic-rive-renderer	existing-rust:crates/nuxie-renderer/src/lib.rs	crates/nuxie-renderer/src/lib.rs	rust:crates/nuxie-renderer/src/lib.rs:1-26858	existing-rust-correspondence	-	verified	reuse-exact-existing-rust-correspondence	cpp:renderer/src/rive_renderer.cpp:12
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/rive_renderer.cpp	renderer/include/rive/renderer/rive_render_image.hpp	campaign-source	1	11	rive/renderer/rive_render_image.hpp	generic-rive-renderer	generic-texture-image	-	-	also-dispatch-prerequisite	-	verified	preserve-source-dependency	cpp:renderer/src/rive_renderer.cpp:11
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/rive_renderer.cpp	renderer/include/rive/renderer/rive_renderer.hpp	campaign-source	1	5	rive/renderer/rive_renderer.hpp	generic-rive-renderer	generic-rive-renderer	-	-	same-unit-source-dependency	unit-scc-01	verified	preserve-source-dependency	cpp:renderer/src/rive_renderer.cpp:5
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/rive_renderer.cpp	renderer/src/rive_render_paint.hpp	campaign-source	1	7	rive_render_paint.hpp	generic-rive-renderer	generic-rive-render-paint	-	-	also-dispatch-prerequisite	-	verified	preserve-source-dependency	cpp:renderer/src/rive_renderer.cpp:7
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/rive_renderer.cpp	renderer/src/rive_render_path.hpp	campaign-source	1	8	rive_render_path.hpp	generic-rive-renderer	generic-rive-render-path	-	-	also-dispatch-prerequisite	-	verified	preserve-source-dependency	cpp:renderer/src/rive_renderer.cpp:8
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/shaders/metal/color_ramp.metal	renderer/src/shaders/color_ramp.glsl	generated-shader-source	1	11	color_ramp.minified.glsl	metal-shader-source-batch	metal-shader-source-batch	-	-	same-unit-source-dependency	-	verified	preserve-source-dependency	cpp:renderer/src/shaders/metal/color_ramp.metal:11
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/shaders/metal/color_ramp.metal	renderer/src/shaders/common.glsl	generated-shader-source	1	10	common.minified.glsl	metal-shader-source-batch	metal-shader-source-batch	-	-	same-unit-source-dependency	-	verified	preserve-source-dependency	cpp:renderer/src/shaders/metal/color_ramp.metal:10
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/shaders/metal/color_ramp.metal	renderer/src/shaders/constants.glsl	generated-shader-source	1	7	constants.minified.glsl	metal-shader-source-batch	metal-shader-source-batch	-	-	same-unit-source-dependency	-	verified	preserve-source-dependency	cpp:renderer/src/shaders/metal/color_ramp.metal:7
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/shaders/metal/color_ramp.metal	renderer/src/shaders/flush_uniforms.glsl	generated-shader-source	1	9	flush_uniforms.minified.glsl	metal-shader-source-batch	metal-shader-source-batch	-	-	same-unit-source-dependency	-	verified	preserve-source-dependency	cpp:renderer/src/shaders/metal/color_ramp.metal:9
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/shaders/metal/color_ramp.metal	renderer/src/shaders/metal.glsl	generated-shader-source	1	6	metal.minified.glsl	metal-shader-source-batch	metal-shader-source-batch	-	-	same-unit-source-dependency	-	verified	preserve-source-dependency	cpp:renderer/src/shaders/metal/color_ramp.metal:6
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/shaders/metal/color_ramp.metal	toolchain:metal_stdlib	toolchain-header	1	1	metal_stdlib	metal-shader-source-batch	external	-	-	toolchain-boundary	-	verified	provided-by-toolchain	cpp:renderer/src/shaders/metal/color_ramp.metal:1
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/shaders/metal/draw.metal	renderer/src/shaders/advanced_blend.glsl	generated-shader-source	1	36	advanced_blend.minified.glsl	metal-shader-source-batch	metal-shader-source-batch	-	-	same-unit-source-dependency	-	verified	preserve-source-dependency	cpp:renderer/src/shaders/metal/draw.metal:36
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/shaders/metal/draw.metal	renderer/src/shaders/common.glsl	generated-shader-source	1	14	common.minified.glsl	metal-shader-source-batch	metal-shader-source-batch	-	-	same-unit-source-dependency	-	verified	preserve-source-dependency	cpp:renderer/src/shaders/metal/draw.metal:14
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/shaders/metal/draw.metal	renderer/src/shaders/constants.glsl	generated-shader-source	1	10	constants.minified.glsl	metal-shader-source-batch	metal-shader-source-batch	-	-	same-unit-source-dependency	-	verified	preserve-source-dependency	cpp:renderer/src/shaders/metal/draw.metal:10
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/shaders/metal/draw.metal	renderer/src/shaders/draw_path_common.glsl	generated-shader-source	1	20	draw_path_common.minified.glsl	metal-shader-source-batch	metal-shader-source-batch	-	-	same-unit-source-dependency	-	verified	preserve-source-dependency	cpp:renderer/src/shaders/metal/draw.metal:20
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/shaders/metal/draw.metal	renderer/src/shaders/flush_uniforms.glsl	generated-shader-source	1	13	flush_uniforms.minified.glsl	metal-shader-source-batch	metal-shader-source-batch	-	-	same-unit-source-dependency	-	verified	preserve-source-dependency	cpp:renderer/src/shaders/metal/draw.metal:13
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/shaders/metal/draw.metal	renderer/src/shaders/metal.glsl	generated-shader-source	1	9	metal.minified.glsl	metal-shader-source-batch	metal-shader-source-batch	-	-	same-unit-source-dependency	-	verified	preserve-source-dependency	cpp:renderer/src/shaders/metal/draw.metal:9
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/shaders/metal/draw.metal	renderer/src/shaders/metal/generate_draw_combinations.py	generated-shader-source	1	42	draw_combinations.metal	metal-shader-source-batch	metal-shader-source-batch	-	-	same-unit-source-dependency	-	verified	preserve-source-dependency	cpp:renderer/src/shaders/metal/draw.metal:42
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/shaders/metal/draw.metal	renderer/src/shaders/render_atlas.glsl	generated-shader-source	1	24	render_atlas.minified.glsl	metal-shader-source-batch	metal-shader-source-batch	-	-	same-unit-source-dependency	-	verified	preserve-source-dependency	cpp:renderer/src/shaders/metal/draw.metal:24
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/shaders/metal/draw.metal	toolchain:metal_stdlib	toolchain-header	1	1	metal_stdlib	metal-shader-source-batch	external	-	-	toolchain-boundary	-	verified	provided-by-toolchain	cpp:renderer/src/shaders/metal/draw.metal:1
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/shaders/metal/tessellate.metal	renderer/src/shaders/bezier_utils.glsl	generated-shader-source	1	11	bezier_utils.minified.glsl	metal-shader-source-batch	metal-shader-source-batch	-	-	same-unit-source-dependency	-	verified	preserve-source-dependency	cpp:renderer/src/shaders/metal/tessellate.metal:11
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/shaders/metal/tessellate.metal	renderer/src/shaders/common.glsl	generated-shader-source	1	10	common.minified.glsl	metal-shader-source-batch	metal-shader-source-batch	-	-	same-unit-source-dependency	-	verified	preserve-source-dependency	cpp:renderer/src/shaders/metal/tessellate.metal:10
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/shaders/metal/tessellate.metal	renderer/src/shaders/constants.glsl	generated-shader-source	1	7	constants.minified.glsl	metal-shader-source-batch	metal-shader-source-batch	-	-	same-unit-source-dependency	-	verified	preserve-source-dependency	cpp:renderer/src/shaders/metal/tessellate.metal:7
