campaign	corpus_entry	primary_backend_id	mode	stream_sha256	run_a_replay_sha256	run_b_replay_sha256	adapter	run_a_png_sha256	run_b_png_sha256	observed_different_pixels	observed_max_channel_delta	frozen_max_different_pixels	frozen_max_channel_delta	candidate_output_observed	status
vulkan	riv-joel_v3-frame-0-msaa	ffi-vulkan	msaa	fa1c0ebe1cf7f418f411da60a430360e9e0ef4c50881f6b2a42d0c9c1f2b0989	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	Apple M5 Max	03b34612c0cd4dee4f2b8c0e249697bfae005c1d8fa4150ae6a554a84fb527a1	03b34612c0cd4dee4f2b8c0e249697bfae005c1d8fa4150ae6a554a84fb527a1	0	0	0	0	false	frozen-source-repeatability
vulkan	riv-joystick_flag_test-frame-0-clockwise-atomic	ffi-vulkan	clockwise-atomic	1f33622c9e50e8ff9ce1aa0f7db8b99cc9ad8061e12fc3c668bb02b71255e4e4	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	Apple M5 Max	09f60c7b88089a8123f584a445fdd7d7f4a2abaae75bf6de4b1e45770043e426	09f60c7b88089a8123f584a445fdd7d7f4a2abaae75bf6de4b1e45770043e426	0	0	0	0	false	frozen-source-repeatability
vulkan	riv-joystick_flag_test-frame-0-msaa	ffi-vulkan	msaa	1f33622c9e50e8ff9ce1aa0f7db8b99cc9ad8061e12fc3c668bb02b71255e4e4	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	Apple M5 Max	85d16f2ebbb52c409b13a43f6404517d1520ebe33d8e1d728b5d0b960d7c6433	85d16f2ebbb52c409b13a43f6404517d1520ebe33d8e1d728b5d0b960d7c6433	0	0	0	0	false	frozen-source-repeatability
vulkan	riv-joystick_flag_test-frame-1-clockwise-atomic	ffi-vulkan	clockwise-atomic	1f33622c9e50e8ff9ce1aa0f7db8b99cc9ad8061e12fc3c668bb02b71255e4e4	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	Apple M5 Max	09f60c7b88089a8123f584a445fdd7d7f4a2abaae75bf6de4b1e45770043e426	09f60c7b88089a8123f584a445fdd7d7f4a2abaae75bf6de4b1e45770043e426	0	0	0	0	false	frozen-source-repeatability
vulkan	riv-joystick_flag_test-frame-1-msaa	ffi-vulkan	msaa	1f33622c9e50e8ff9ce1aa0f7db8b99cc9ad8061e12fc3c668bb02b71255e4e4	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	Apple M5 Max	85d16f2ebbb52c409b13a43f6404517d1520ebe33d8e1d728b5d0b960d7c6433	85d16f2ebbb52c409b13a43f6404517d1520ebe33d8e1d728b5d0b960d7c6433	0	0	0	0	false	frozen-source-repeatability
vulkan	riv-joystick_flag_test-frame-2-clockwise-atomic	ffi-vulkan	clockwise-atomic	1f33622c9e50e8ff9ce1aa0f7db8b99cc9ad8061e12fc3c668bb02b71255e4e4	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	Apple M5 Max	09f60c7b88089a8123f584a445fdd7d7f4a2abaae75bf6de4b1e45770043e426	09f60c7b88089a8123f584a445fdd7d7f4a2abaae75bf6de4b1e45770043e426	0	0	0	0	false	frozen-source-repeatability
vulkan	riv-joystick_flag_test-frame-2-msaa	ffi-vulkan	msaa	1f33622c9e50e8ff9ce1aa0f7db8b99cc9ad8061e12fc3c668bb02b71255e4e4	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	Apple M5 Max	85d16f2ebbb52c409b13a43f6404517d1520ebe33d8e1d728b5d0b960d7c6433	85d16f2ebbb52c409b13a43f6404517d1520ebe33d8e1d728b5d0b960d7c6433	0	0	0	0	false	frozen-source-repeatability
vulkan	riv-joystick_flag_test-frame-3-clockwise-atomic	ffi-vulkan	clockwise-atomic	1f33622c9e50e8ff9ce1aa0f7db8b99cc9ad8061e12fc3c668bb02b71255e4e4	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	Apple M5 Max	09f60c7b88089a8123f584a445fdd7d7f4a2abaae75bf6de4b1e45770043e426	09f60c7b88089a8123f584a445fdd7d7f4a2abaae75bf6de4b1e45770043e426	0	0	0	0	false	frozen-source-repeatability
vulkan	riv-joystick_flag_test-frame-3-msaa	ffi-vulkan	msaa	1f33622c9e50e8ff9ce1aa0f7db8b99cc9ad8061e12fc3c668bb02b71255e4e4	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	Apple M5 Max	85d16f2ebbb52c409b13a43f6404517d1520ebe33d8e1d728b5d0b960d7c6433	85d16f2ebbb52c409b13a43f6404517d1520ebe33d8e1d728b5d0b960d7c6433	0	0	0	0	false	frozen-source-repeatability
vulkan	riv-joystick_flag_test-frame-4-clockwise-atomic	ffi-vulkan	clockwise-atomic	1f33622c9e50e8ff9ce1aa0f7db8b99cc9ad8061e12fc3c668bb02b71255e4e4	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	Apple M5 Max	09f60c7b88089a8123f584a445fdd7d7f4a2abaae75bf6de4b1e45770043e426	09f60c7b88089a8123f584a445fdd7d7f4a2abaae75bf6de4b1e45770043e426	0	0	0	0	false	frozen-source-repeatability
vulkan	riv-joystick_flag_test-frame-4-msaa	ffi-vulkan	msaa	1f33622c9e50e8ff9ce1aa0f7db8b99cc9ad8061e12fc3c668bb02b71255e4e4	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	Apple M5 Max	85d16f2ebbb52c409b13a43f6404517d1520ebe33d8e1d728b5d0b960d7c6433	85d16f2ebbb52c409b13a43f6404517d1520ebe33d8e1d728b5d0b960d7c6433	0	0	0	0	false	frozen-source-repeatability
vulkan	riv-joystick_nested_remap-frame-0-clockwise-atomic	ffi-vulkan	clockwise-atomic	335a89907c9d591b97ce5442d659895cef4c148a73dc188979a9873f63522ec8	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	Apple M5 Max	6cedf3a628582e11353ae04e8748d79409f531eae67b00946ed63ac49e04e49d	6cedf3a628582e11353ae04e8748d79409f531eae67b00946ed63ac49e04e49d	0	0	0	0	false	frozen-source-repeatability
vulkan	riv-joystick_nested_remap-frame-0-msaa	ffi-vulkan	msaa	335a89907c9d591b97ce5442d659895cef4c148a73dc188979a9873f63522ec8	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	Apple M5 Max	02b9105cc904a4c883844f4817e27a2956d4f1fc946b7070d84850bf61d26e3a	02b9105cc904a4c883844f4817e27a2956d4f1fc946b7070d84850bf61d26e3a	0	0	0	0	false	frozen-source-repeatability
vulkan	riv-joystick_nested_remap-frame-1-clockwise-atomic	ffi-vulkan	clockwise-atomic	335a89907c9d591b97ce5442d659895cef4c148a73dc188979a9873f63522ec8	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	Apple M5 Max	7d9e5ed22efd11fe507318858214ebcee365e6c8d615d72991cc1b71a6e5c823	7d9e5ed22efd11fe507318858214ebcee365e6c8d615d72991cc1b71a6e5c823	0	0	0	0	false	frozen-source-repeatability
vulkan	riv-joystick_nested_remap-frame-1-msaa	ffi-vulkan	msaa	335a89907c9d591b97ce5442d659895cef4c148a73dc188979a9873f63522ec8	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	Apple M5 Max	6a599b62bb58c9da3261af7b7ea2aa225c92982f3da9ea127c2e2b1915254df9	6a599b62bb58c9da3261af7b7ea2aa225c92982f3da9ea127c2e2b1915254df9	0	0	0	0	false	frozen-source-repeatability
vulkan	riv-joystick_nested_remap-frame-2-clockwise-atomic	ffi-vulkan	clockwise-atomic	335a89907c9d591b97ce5442d659895cef4c148a73dc188979a9873f63522ec8	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	Apple M5 Max	c329bed2c414eb95c5451805b9e15c4e7cc020bb7df5dbd26302c420b6503dca	c329bed2c414eb95c5451805b9e15c4e7cc020bb7df5dbd26302c420b6503dca	0	0	0	0	false	frozen-source-repeatability
vulkan	riv-joystick_nested_remap-frame-2-msaa	ffi-vulkan	msaa	335a89907c9d591b97ce5442d659895cef4c148a73dc188979a9873f63522ec8	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	Apple M5 Max	ba31cc6266bb91823f4ad5c48fc31a82d9dc65c546a1e0033c92583ee950558e	ba31cc6266bb91823f4ad5c48fc31a82d9dc65c546a1e0033c92583ee950558e	0	0	0	0	false	frozen-source-repeatability
vulkan	riv-joystick_nested_remap-frame-3-clockwise-atomic	ffi-vulkan	clockwise-atomic	335a89907c9d591b97ce5442d659895cef4c148a73dc188979a9873f63522ec8	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	Apple M5 Max	13ed0f53405ca10ef73a14dab24078d44d215bc38fedde0996e10e2fc4f3c17c	13ed0f53405ca10ef73a14dab24078d44d215bc38fedde0996e10e2fc4f3c17c	0	0	0	0	false	frozen-source-repeatability
vulkan	riv-joystick_nested_remap-frame-3-msaa	ffi-vulkan	msaa	335a89907c9d591b97ce5442d659895cef4c148a73dc188979a9873f63522ec8	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	Apple M5 Max	23841e04bb7b77c50c3c125c8dffa1e98edf714995cc23a1c64ef2bf8e72eb72	23841e04bb7b77c50c3c125c8dffa1e98edf714995cc23a1c64ef2bf8e72eb72	0	0	0	0	false	frozen-source-repeatability
vulkan	riv-joystick_nested_remap-frame-4-clockwise-atomic	ffi-vulkan	clockwise-atomic	335a89907c9d591b97ce5442d659895cef4c148a73dc188979a9873f63522ec8	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	Apple M5 Max	f7dc19fb4f90fab2ebff2b068f3adb1362b9806bfe1479ccc5d1094adef4944e	f7dc19fb4f90fab2ebff2b068f3adb1362b9806bfe1479ccc5d1094adef4944e	0	0	0	0	false	frozen-source-repeatability
vulkan	riv-joystick_nested_remap-frame-4-msaa	ffi-vulkan	msaa	335a89907c9d591b97ce5442d659895cef4c148a73dc188979a9873f63522ec8	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	Apple M5 Max	01d9239a86d176139f7f8295b2d54d7038c2e1f3be32f8e9446fd4a8463c14b0	01d9239a86d176139f7f8295b2d54d7038c2e1f3be32f8e9446fd4a8463c14b0	0	0	0	0	false	frozen-source-repeatability
vulkan	riv-juice-frame-0-clockwise-atomic	ffi-vulkan	clockwise-atomic	8ea2062b6d82464b2e027b99a2ddc4ee9cab693dcea38d31d25b9093613a127e	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	Apple M5 Max	7cd2062ae6b9d5eed60112a22d0da4b8c1ae09d77c8fe24fabc0d5d7dd3e6999	2a50909aae7873f7b7e745b42f7e38c53f5ba5a6560be3029d4d79cea9951f7f	0	1	0	1	false	frozen-source-repeatability
vulkan	riv-juice-frame-0-msaa	ffi-vulkan	msaa	8ea2062b6d82464b2e027b99a2ddc4ee9cab693dcea38d31d25b9093613a127e	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	Apple M5 Max	d085035c6697ceb92c17610e845fa2ddc8f27a43d8271f8cb6e397671fc101b7	d085035c6697ceb92c17610e845fa2ddc8f27a43d8271f8cb6e397671fc101b7	0	0	0	0	false	frozen-source-repeatability
vulkan	riv-juice-frame-1-clockwise-atomic	ffi-vulkan	clockwise-atomic	8ea2062b6d82464b2e027b99a2ddc4ee9cab693dcea38d31d25b9093613a127e	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	Apple M5 Max	e63f355b0ff5c2e760e710f061575e0e2a3014f61cde9a244afcfc34a5753ec1	2a50909aae7873f7b7e745b42f7e38c53f5ba5a6560be3029d4d79cea9951f7f	0	1	0	1	false	frozen-source-repeatability
vulkan	riv-juice-frame-1-msaa	ffi-vulkan	msaa	8ea2062b6d82464b2e027b99a2ddc4ee9cab693dcea38d31d25b9093613a127e	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	Apple M5 Max	d085035c6697ceb92c17610e845fa2ddc8f27a43d8271f8cb6e397671fc101b7	d085035c6697ceb92c17610e845fa2ddc8f27a43d8271f8cb6e397671fc101b7	0	0	0	0	false	frozen-source-repeatability
vulkan	riv-juice-frame-2-clockwise-atomic	ffi-vulkan	clockwise-atomic	8ea2062b6d82464b2e027b99a2ddc4ee9cab693dcea38d31d25b9093613a127e	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	Apple M5 Max	b52d01c6133591ddda5e4fd7549fa485e56ed1056fd36d49197eb7f6f2a8ca51	b52d01c6133591ddda5e4fd7549fa485e56ed1056fd36d49197eb7f6f2a8ca51	0	0	0	0	false	frozen-source-repeatability
vulkan	riv-juice-frame-2-msaa	ffi-vulkan	msaa	8ea2062b6d82464b2e027b99a2ddc4ee9cab693dcea38d31d25b9093613a127e	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	Apple M5 Max	d085035c6697ceb92c17610e845fa2ddc8f27a43d8271f8cb6e397671fc101b7	d085035c6697ceb92c17610e845fa2ddc8f27a43d8271f8cb6e397671fc101b7	0	0	0	0	false	frozen-source-repeatability
vulkan	riv-juice-frame-3-clockwise-atomic	ffi-vulkan	clockwise-atomic	8ea2062b6d82464b2e027b99a2ddc4ee9cab693dcea38d31d25b9093613a127e	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	Apple M5 Max	969b2749a1d04e6292369f76ecbb55e9353d75c8c17a4bef0b0771360edfd29a	b52d01c6133591ddda5e4fd7549fa485e56ed1056fd36d49197eb7f6f2a8ca51	0	1	0	1	false	frozen-source-repeatability
vulkan	riv-juice-frame-3-msaa	ffi-vulkan	msaa	8ea2062b6d82464b2e027b99a2ddc4ee9cab693dcea38d31d25b9093613a127e	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	Apple M5 Max	d085035c6697ceb92c17610e845fa2ddc8f27a43d8271f8cb6e397671fc101b7	d085035c6697ceb92c17610e845fa2ddc8f27a43d8271f8cb6e397671fc101b7	0	0	0	0	false	frozen-source-repeatability
vulkan	riv-juice-frame-4-clockwise-atomic	ffi-vulkan	clockwise-atomic	8ea2062b6d82464b2e027b99a2ddc4ee9cab693dcea38d31d25b9093613a127e	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	Apple M5 Max	2a50909aae7873f7b7e745b42f7e38c53f5ba5a6560be3029d4d79cea9951f7f	9c84ca7e9b6a1348c4f532854d91d26ba67c4daf11014052c5db0b15a0a54a8b	0	1	0	1	false	frozen-source-repeatability
vulkan	riv-juice-frame-4-msaa	ffi-vulkan	msaa	8ea2062b6d82464b2e027b99a2ddc4ee9cab693dcea38d31d25b9093613a127e	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	Apple M5 Max	d085035c6697ceb92c17610e845fa2ddc8f27a43d8271f8cb6e397671fc101b7	d085035c6697ceb92c17610e845fa2ddc8f27a43d8271f8cb6e397671fc101b7	0	0	0	0	false	frozen-source-repeatability
vulkan	riv-keyboard_event_to_script-frame-0-clockwise-atomic	ffi-vulkan	clockwise-atomic	46a539163521bc310a8b22ebc0775c3ad03be9098c40b06ba5b9261cb17df778	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	Apple M5 Max	8552c6d364171f2838ed48fb11a2d17bb1b755579a2dd209959b551c1f57d754	8552c6d364171f2838ed48fb11a2d17bb1b755579a2dd209959b551c1f57d754	0	0	0	0	false	frozen-source-repeatability
vulkan	riv-keyboard_event_to_script-frame-0-msaa	ffi-vulkan	msaa	46a539163521bc310a8b22ebc0775c3ad03be9098c40b06ba5b9261cb17df778	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	Apple M5 Max	8552c6d364171f2838ed48fb11a2d17bb1b755579a2dd209959b551c1f57d754	8552c6d364171f2838ed48fb11a2d17bb1b755579a2dd209959b551c1f57d754	0	0	0	0	false	frozen-source-repeatability
vulkan	riv-keyboard_event_to_script-frame-1-clockwise-atomic	ffi-vulkan	clockwise-atomic	46a539163521bc310a8b22ebc0775c3ad03be9098c40b06ba5b9261cb17df778	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	Apple M5 Max	8552c6d364171f2838ed48fb11a2d17bb1b755579a2dd209959b551c1f57d754	8552c6d364171f2838ed48fb11a2d17bb1b755579a2dd209959b551c1f57d754	0	0	0	0	false	frozen-source-repeatability
vulkan	riv-keyboard_event_to_script-frame-1-msaa	ffi-vulkan	msaa	46a539163521bc310a8b22ebc0775c3ad03be9098c40b06ba5b9261cb17df778	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	Apple M5 Max	8552c6d364171f2838ed48fb11a2d17bb1b755579a2dd209959b551c1f57d754	8552c6d364171f2838ed48fb11a2d17bb1b755579a2dd209959b551c1f57d754	0	0	0	0	false	frozen-source-repeatability
vulkan	riv-keyboard_event_to_script-frame-2-clockwise-atomic	ffi-vulkan	clockwise-atomic	46a539163521bc310a8b22ebc0775c3ad03be9098c40b06ba5b9261cb17df778	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	Apple M5 Max	8552c6d364171f2838ed48fb11a2d17bb1b755579a2dd209959b551c1f57d754	8552c6d364171f2838ed48fb11a2d17bb1b755579a2dd209959b551c1f57d754	0	0	0	0	false	frozen-source-repeatability
vulkan	riv-keyboard_event_to_script-frame-2-msaa	ffi-vulkan	msaa	46a539163521bc310a8b22ebc0775c3ad03be9098c40b06ba5b9261cb17df778	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	Apple M5 Max	8552c6d364171f2838ed48fb11a2d17bb1b755579a2dd209959b551c1f57d754	8552c6d364171f2838ed48fb11a2d17bb1b755579a2dd209959b551c1f57d754	0	0	0	0	false	frozen-source-repeatability
vulkan	riv-keyboard_event_to_script-frame-3-clockwise-atomic	ffi-vulkan	clockwise-atomic	46a539163521bc310a8b22ebc0775c3ad03be9098c40b06ba5b9261cb17df778	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	Apple M5 Max	8552c6d364171f2838ed48fb11a2d17bb1b755579a2dd209959b551c1f57d754	8552c6d364171f2838ed48fb11a2d17bb1b755579a2dd209959b551c1f57d754	0	0	0	0	false	frozen-source-repeatability
vulkan	riv-keyboard_event_to_script-frame-3-msaa	ffi-vulkan	msaa	46a539163521bc310a8b22ebc0775c3ad03be9098c40b06ba5b9261cb17df778	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	Apple M5 Max	8552c6d364171f2838ed48fb11a2d17bb1b755579a2dd209959b551c1f57d754	8552c6d364171f2838ed48fb11a2d17bb1b755579a2dd209959b551c1f57d754	0	0	0	0	false	frozen-source-repeatability
vulkan	riv-keyboard_event_to_script-frame-4-clockwise-atomic	ffi-vulkan	clockwise-atomic	46a539163521bc310a8b22ebc0775c3ad03be9098c40b06ba5b9261cb17df778	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	Apple M5 Max	8552c6d364171f2838ed48fb11a2d17bb1b755579a2dd209959b551c1f57d754	8552c6d364171f2838ed48fb11a2d17bb1b755579a2dd209959b551c1f57d754	0	0	0	0	false	frozen-source-repeatability
vulkan	riv-keyboard_event_to_script-frame-4-msaa	ffi-vulkan	msaa	46a539163521bc310a8b22ebc0775c3ad03be9098c40b06ba5b9261cb17df778	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	Apple M5 Max	8552c6d364171f2838ed48fb11a2d17bb1b755579a2dd209959b551c1f57d754	8552c6d364171f2838ed48fb11a2d17bb1b755579a2dd209959b551c1f57d754	0	0	0	0	false	frozen-source-repeatability
vulkan	riv-keyboard_listener-frame-0-clockwise-atomic	ffi-vulkan	clockwise-atomic	1a872cdb6a3109d541ed2daf2d751b267289a2debaf420efb465a224e95e5c02	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	Apple M5 Max	2d3fcc5698a01481ef464b13de9e748f9c81c6f83f0189df75429b6266715458	348e2a6f3d883856779f801a7bf651aff2e47fe72ac9be6d9575e9757ccc1213	0	1	0	1	false	frozen-source-repeatability
vulkan	riv-keyboard_listener-frame-0-msaa	ffi-vulkan	msaa	1a872cdb6a3109d541ed2daf2d751b267289a2debaf420efb465a224e95e5c02	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	Apple M5 Max	9cd1f35403ec555c663778d8f422b462ebcccf5aa8ecbbf5e6c88b652734e271	9cd1f35403ec555c663778d8f422b462ebcccf5aa8ecbbf5e6c88b652734e271	0	0	0	0	false	frozen-source-repeatability
vulkan	riv-library-frame-0-clockwise-atomic	ffi-vulkan	clockwise-atomic	172cc75ba9aeec3b456cc3206d792bedde8609cbd1e1f8cdc298204ad4766e9a	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	Apple M5 Max	4d66febcf1b5f0f915408d1efd41494bdd469aa41852ff233a23a09993e34b15	3a2c3d955b62a22df6771a8b0a583ef770f84130a44565e798cc9ea7811154d1	0	1	0	1	false	frozen-source-repeatability
vulkan	riv-library-frame-0-msaa	ffi-vulkan	msaa	172cc75ba9aeec3b456cc3206d792bedde8609cbd1e1f8cdc298204ad4766e9a	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	Apple M5 Max	7958530ed0553ee6a6ff18292563e388583ec9c694e0879ddcbc7d2598de4d4d	7958530ed0553ee6a6ff18292563e388583ec9c694e0879ddcbc7d2598de4d4d	0	0	0	0	false	frozen-source-repeatability
vulkan	riv-library_data_enum_test-frame-0-clockwise-atomic	ffi-vulkan	clockwise-atomic	e3553c2f0140d0afb84dcf859c532c2d1887db05e68aa99366bc5a0b48b44003	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	Apple M5 Max	eb4ce514369688580fdc721597b2885ca1c4e1da218409c794b51465ba0e816f	eb4ce514369688580fdc721597b2885ca1c4e1da218409c794b51465ba0e816f	0	0	0	0	false	frozen-source-repeatability
vulkan	riv-library_data_enum_test-frame-0-msaa	ffi-vulkan	msaa	e3553c2f0140d0afb84dcf859c532c2d1887db05e68aa99366bc5a0b48b44003	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	Apple M5 Max	eb4ce514369688580fdc721597b2885ca1c4e1da218409c794b51465ba0e816f	eb4ce514369688580fdc721597b2885ca1c4e1da218409c794b51465ba0e816f	0	0	0	0	false	frozen-source-repeatability
vulkan	riv-library_data_enum_test-frame-1-clockwise-atomic	ffi-vulkan	clockwise-atomic	e3553c2f0140d0afb84dcf859c532c2d1887db05e68aa99366bc5a0b48b44003	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	bc1505f6bbb1c654e1b6af0687fd0538029b6017c9c1854021b79bda294d2beb	Apple M5 Max	eb4ce514369688580fdc721597b2885ca1c4e1da218409c794b51465ba0e816f	eb4ce514369688580fdc721597b2885ca1c4e1da218409c794b51465ba0e816f	0	0	0	0	false	frozen-source-repeatability
